time_s,program_bits,population,alphabet_size,holdout_len,nesting_depth
41.560,43.26,S4,3,125,
17.796,17.86,S4,3,125,
17.195,17.86,S4,3,125,
44.025,45.15,S4,3,125,
12.017,15.61,S4,3,125,
11.725,15.61,S4,3,125,
10.087,15.03,S4,3,125,
42.242,27.30,S4,3,125,
16.288,31.09,S4,3,125,
17.409,17.86,S4,3,125,
16.667,17.86,S4,3,125,
16.477,17.86,S4,3,125,
11.864,15.61,S4,3,125,
12.390,15.61,S4,3,125,
11.887,15.61,S4,3,125,
10.094,15.03,S4,3,125,
42.582,27.30,S4,3,125,
16.267,31.09,S4,3,125,
16.785,17.86,S4,3,125,
16.965,17.86,S4,3,125,
17.440,17.86,S4,3,125,
11.773,15.61,S4,3,125,
12.217,15.61,S4,3,125,
12.156,15.61,S4,3,125,
10.085,15.03,S4,3,125,
12.155,15.61,S4,3,125,
21.456,15.70,S4,3,125,
16.595,17.86,S4,3,125,
42.856,26.06,S4,3,125,
16.614,24.73,S4,3,125,
10.086,15.03,S4,3,125,
12.337,15.61,S4,3,125,
13.295,46.78,S4,3,125,
16.607,17.86,S4,3,125,
17.477,24.73,S4,3,125,
10.085,15.03,S4,3,125,
40.402,43.11,S4,3,125,
17.510,17.86,S4,3,125,
16.340,24.73,S4,3,125,
288.524,99.72,S4,3,125,5
281.049,101.72,S4,3,125,5
17.051,24.73,S4,3,125,
10.087,15.03,S4,3,125,
206.291,64.81,S4,3,125,3
10.220,13.45,S4,3,125,
10.200,13.45,S4,3,125,
274.341,101.72,S4,3,125,5
225.536,83.73,S4,3,125,4
17.881,17.86,S4,3,125,
10.086,15.03,S4,3,125,
42.742,20.43,S4,3,125,
10.463,13.45,S4,3,125,
10.206,13.45,S4,3,125,
272.403,101.72,S4,3,125,5
222.662,83.73,S4,3,125,4
17.190,17.86,S4,3,125,
10.088,15.03,S4,3,125,
10.216,13.45,S4,3,125,
273.620,101.72,S4,3,125,5
225.306,83.73,S4,3,125,4
222.729,83.73,S4,3,125,4
17.110,17.86,S4,3,125,
10.089,15.03,S4,3,125,
41.791,44.91,S4,3,125,
41.641,33.90,S4,3,125,
43.109,34.90,S4,3,125,
16.712,17.86,S4,3,125,
16.625,17.86,S4,3,125,
12.334,15.61,S4,3,125,
11.966,15.61,S4,3,125,
12.099,15.61,S4,3,125,
10.092,15.03,S4,3,125,
41.927,27.30,S4,3,125,
16.277,32.98,S4,3,125,
424.845,82.15,S4,3,125,4
17.178,17.86,S4,3,125,
16.355,17.86,S4,3,125,
12.483,15.61,S4,3,125,
11.674,15.61,S4,3,125,
11.891,15.61,S4,3,125,
10.091,15.03,S4,3,125,
43.897,41.26,S4,3,125,
16.607,31.09,S4,3,125,
16.633,17.86,S4,3,125,
17.036,17.86,S4,3,125,
16.559,17.86,S4,3,125,
12.063,15.61,S4,3,125,
12.200,15.61,S4,3,125,
11.825,15.61,S4,3,125,
10.087,15.03,S4,3,125,
11.602,15.61,S4,3,125,
270.971,101.72,S4,3,125,5
21.703,15.70,S4,3,125,
16.815,17.86,S4,3,125,
17.269,24.73,S4,3,125,
16.783,33.98,S4,3,125,
11.926,15.61,S4,3,125,
10.085,15.03,S4,3,125,
11.726,15.61,S4,3,125,
12.864,46.78,S4,3,125,
16.518,17.86,S4,3,125,
16.095,33.98,S4,3,125,
12.274,15.61,S4,3,125,
10.086,15.03,S4,3,125,
11.925,15.61,S4,3,125,
11.824,28.84,S4,3,125,
41.918,33.66,S4,3,125,
16.998,17.86,S4,3,125,
16.421,31.09,S4,3,125,
11.834,15.61,S4,3,125,
12.223,15.61,S4,3,125,
11.795,15.61,S4,3,125,
10.086,15.03,S4,3,125,
205.858,64.81,S4,3,125,3
273.414,101.72,S4,3,125,5
10.203,13.45,S4,3,125,
10.203,13.45,S4,3,125,
10.214,13.45,S4,3,125,
16.450,24.73,S4,3,125,
12.539,15.61,S4,3,125,
10.085,15.03,S4,3,125,
42.872,20.43,S4,3,125,
16.356,41.34,S4,3,125,
10.207,13.45,S4,3,125,
10.214,13.45,S4,3,125,
10.211,13.45,S4,3,125,
42.775,37.77,S4,3,125,
12.229,15.61,S4,3,125,
10.085,15.03,S4,3,125,
12.129,28.84,S4,3,125,
10.214,13.45,S4,3,125,
12.986,15.61,S4,3,125,
12.516,15.61,S4,3,125,
12.042,15.61,S4,3,125,
10.086,15.03,S4,3,125,
270.490,101.72,S4,3,125,5
16.498,24.73,S4,3,125,
16.598,17.86,S4,3,125,
274.165,101.72,S4,3,125,5
16.615,24.73,S4,3,125,
13.378,15.61,S4,3,125,
10.090,15.03,S4,3,125,
17.140,17.86,S4,3,125,
12.182,15.61,S4,3,125,
10.085,15.03,S4,3,125,
12.266,28.84,S4,3,125,
16.891,17.86,S4,3,125,
16.610,17.86,S4,3,125,
16.611,17.86,S4,3,125,
12.386,15.61,S4,3,125,
12.069,15.61,S4,3,125,
12.070,15.61,S4,3,125,
10.084,15.03,S4,3,125,
11.891,15.61,S4,3,125,
22.908,15.70,S4,3,125,
16.682,17.86,S4,3,125,
43.205,27.03,S4,3,125,
12.053,15.61,S4,3,125,
10.090,15.03,S4,3,125,
12.410,15.61,S4,3,125,
13.562,46.78,S4,3,125,
17.993,17.86,S4,3,125,
43.323,37.78,S4,3,125,
12.223,15.61,S4,3,125,
10.088,15.03,S4,3,125,
11.897,28.84,S4,3,125,
17.038,17.86,S4,3,125,
13.693,15.61,S4,3,125,
10.181,15.03,S4,3,125,
210.282,64.81,S4,3,125,3
10.208,13.45,S4,3,125,
10.208,13.45,S4,3,125,
10.209,13.45,S4,3,125,
12.420,15.61,S4,3,125,
10.084,15.03,S4,3,125,
42.912,20.43,S4,3,125,
17.292,24.73,S4,3,125,
10.205,13.45,S4,3,125,
10.206,13.45,S4,3,125,
10.211,13.45,S4,3,125,
16.836,31.98,S4,3,125,
16.861,31.98,S4,3,125,
12.213,15.61,S4,3,125,
10.092,15.03,S4,3,125,
12.480,28.84,S4,3,125,
10.198,13.45,S4,3,125,
41.902,38.77,S4,3,125,
12.270,15.61,S4,3,125,
10.095,15.03,S4,3,125,
22.242,17.86,S4,3,125,
15.771,15.61,S4,3,125,
10.095,15.03,S4,3,125,
19.659,17.86,S4,3,125,
12.490,15.61,S4,3,125,
10.087,15.03,S4,3,125,
11.770,28.84,S4,3,125,
16.578,17.86,S4,3,125,
12.255,15.61,S4,3,125,
10.087,15.03,S4,3,125,
12.473,15.61,S4,3,125,
42.184,32.43,S4,3,125,
21.216,15.70,S4,3,125,
17.210,17.86,S4,3,125,
41.565,41.26,S4,3,125,
12.114,15.61,S4,3,125,
12.406,15.61,S4,3,125,
10.090,15.03,S4,3,125,
12.551,15.61,S4,3,125,
42.300,34.58,S4,3,125,
12.911,46.78,S4,3,125,
16.420,17.86,S4,3,125,
434.706,80.56,S4,3,125,4
12.003,15.61,S4,3,125,
10.087,15.03,S4,3,125,
11.827,15.61,S4,3,125,
11.968,28.84,S4,3,125,
16.488,31.09,S4,3,125,
16.605,17.86,S4,3,125,
16.099,31.09,S4,3,125,
11.687,15.61,S4,3,125,
11.736,15.61,S4,3,125,
11.625,15.61,S4,3,125,
10.084,15.03,S4,3,125,
206.993,64.81,S4,3,125,3
43.511,32.43,S4,3,125,
10.203,13.45,S4,3,125,
10.200,13.45,S4,3,125,
12.236,15.61,S4,3,125,
11.914,15.61,S4,3,125,
10.085,15.03,S4,3,125,
41.497,20.43,S4,3,125,
10.216,13.45,S4,3,125,
10.197,13.45,S4,3,125,
12.062,15.61,S4,3,125,
10.086,15.03,S4,3,125,
44.119,32.43,S4,3,125,
11.717,28.84,S4,3,125,
43.361,32.43,S4,3,125,
10.224,13.45,S4,3,125,
43.559,32.43,S4,3,125,
11.979,15.61,S4,3,125,
12.115,15.61,S4,3,125,
11.785,15.61,S4,3,125,
10.085,15.03,S4,3,125,
43.060,44.91,S4,3,125,
41.274,32.43,S4,3,125,
16.184,39.34,S4,3,125,
16.449,17.86,S4,3,125,
16.716,17.86,S4,3,125,
12.591,15.61,S4,3,125,
42.173,26.03,S4,3,125,
11.981,15.61,S4,3,125,
10.092,15.03,S4,3,125,
43.084,28.93,S4,3,125,
41.698,26.06,S4,3,125,
17.199,17.86,S4,3,125,
16.885,17.86,S4,3,125,
42.173,45.15,S4,3,125,
42.484,37.55,S4,3,125,
11.899,15.61,S4,3,125,
10.092,15.03,S4,3,125,
41.945,32.43,S4,3,125,
11.635,28.84,S4,3,125,
17.184,17.86,S4,3,125,
16.804,17.86,S4,3,125,
16.437,17.86,S4,3,125,
11.916,15.61,S4,3,125,
11.947,15.61,S4,3,125,
11.509,15.61,S4,3,125,
10.088,15.03,S4,3,125,
11.920,15.61,S4,3,125,
272.585,101.72,S4,3,125,5
21.312,15.70,S4,3,125,
16.667,17.86,S4,3,125,
16.371,24.73,S4,3,125,
16.912,31.98,S4,3,125,
12.311,15.61,S4,3,125,
10.086,15.03,S4,3,125,
11.859,15.61,S4,3,125,
12.937,46.78,S4,3,125,
17.194,17.86,S4,3,125,
43.404,44.26,S4,3,125,
11.930,15.61,S4,3,125,
10.086,15.03,S4,3,125,
11.776,28.84,S4,3,125,
43.254,33.66,S4,3,125,
16.461,17.86,S4,3,125,
42.635,41.26,S4,3,125,
11.699,15.61,S4,3,125,
41.942,42.91,S4,3,125,
11.775,15.61,S4,3,125,
10.089,15.03,S4,3,125,
207.257,64.81,S4,3,125,3
271.218,101.72,S4,3,125,5
10.200,13.45,S4,3,125,
10.216,13.45,S4,3,125,
10.198,13.45,S4,3,125,
16.104,24.73,S4,3,125,
12.232,15.61,S4,3,125,
10.088,15.03,S4,3,125,
42.355,20.43,S4,3,125,
16.273,41.34,S4,3,125,
10.211,13.45,S4,3,125,
10.214,13.45,S4,3,125,
10.207,13.45,S4,3,125,
16.432,31.98,S4,3,125,
12.413,15.61,S4,3,125,
10.085,15.03,S4,3,125,
12.159,28.84,S4,3,125,
10.207,13.45,S4,3,125,
10.230,13.45,S4,3,125,
10.200,13.45,S4,3,125,
11.998,15.61,S4,3,125,
11.894,15.61,S4,3,125,
10.083,15.03,S4,3,125,
268.730,101.72,S4,3,125,5
16.312,24.73,S4,3,125,
16.743,17.86,S4,3,125,
16.488,24.73,S4,3,125,
11.974,15.61,S4,3,125,
10.090,15.03,S4,3,125,
16.089,17.86,S4,3,125,
12.153,15.61,S4,3,125,
10.087,15.03,S4,3,125,
11.919,28.84,S4,3,125,
17.418,17.86,S4,3,125,
426.079,83.73,S4,3,125,4
11.791,15.61,S4,3,125,
11.978,15.61,S4,3,125,
10.086,15.03,S4,3,125,
11.629,15.61,S4,3,125,
21.404,15.70,S4,3,125,
17.522,17.86,S4,3,125,
43.870,27.03,S4,3,125,
425.623,80.56,S4,3,125,4
12.112,15.61,S4,3,125,
10.084,15.03,S4,3,125,
11.592,15.61,S4,3,125,
13.050,46.78,S4,3,125,
16.592,17.86,S4,3,125,
12.232,15.61,S4,3,125,
10.088,15.03,S4,3,125,
16.433,17.86,S4,3,125,
11.995,15.61,S4,3,125,
10.086,15.03,S4,3,125,
211.826,64.81,S4,3,125,3
10.210,13.45,S4,3,125,
10.203,13.45,S4,3,125,
10.204,13.45,S4,3,125,
18.879,31.98,S4,3,125,
13.049,15.61,S4,3,125,
10.091,15.03,S4,3,125,
42.798,20.43,S4,3,125,
18.701,24.73,S4,3,125,
10.213,13.45,S4,3,125,
10.232,13.45,S4,3,125,
10.613,13.45,S4,3,125,
18.219,31.98,S4,3,125,
17.579,31.98,S4,3,125,
13.490,15.61,S4,3,125,
10.090,15.03,S4,3,125,
43.405,42.09,S4,3,125,
22.437,40.34,S4,3,125,
10.237,13.45,S4,3,125,
10.215,13.45,S4,3,125,
10.206,13.45,S4,3,125,
17.592,31.98,S4,3,125,
17.187,31.98,S4,3,125,
14.452,15.61,S4,3,125,
10.087,15.03,S4,3,125,
21.440,17.86,S4,3,125,
215.401,83.73,S4,3,125,4
280.156,99.72,S4,3,125,5
12.796,15.61,S4,3,125,
10.087,15.03,S4,3,125,
275.724,101.72,S4,3,125,5
214.454,83.73,S4,3,125,4
17.531,17.86,S4,3,125,
212.197,83.73,S4,3,125,4
275.291,99.72,S4,3,125,5
11.991,15.61,S4,3,125,
10.084,15.03,S4,3,125,
16.761,17.86,S4,3,125,
215.132,83.73,S4,3,125,4
274.519,99.72,S4,3,125,5
12.479,15.61,S4,3,125,
10.087,15.03,S4,3,125,
11.949,15.61,S4,3,125,
41.812,32.43,S4,3,125,
21.838,15.70,S4,3,125,
17.469,17.86,S4,3,125,
13.585,15.61,S4,3,125,
42.408,28.92,S4,3,125,
11.838,15.61,S4,3,125,
10.086,15.03,S4,3,125,
11.865,15.61,S4,3,125,
12.815,46.78,S4,3,125,
17.207,17.86,S4,3,125,
12.811,15.61,S4,3,125,
10.087,15.03,S4,3,125,
12.183,28.84,S4,3,125,
17.284,31.09,S4,3,125,
16.790,17.86,S4,3,125,
16.390,31.09,S4,3,125,
11.929,15.61,S4,3,125,
11.928,15.61,S4,3,125,
11.892,15.61,S4,3,125,
10.099,15.03,S4,3,125,
205.912,64.81,S4,3,125,3
43.264,32.43,S4,3,125,
10.208,13.45,S4,3,125,
10.207,13.45,S4,3,125,
10.210,13.45,S4,3,125,
12.027,15.61,S4,3,125,
12.069,15.61,S4,3,125,
12.040,15.61,S4,3,125,
10.090,15.03,S4,3,125,
43.278,20.43,S4,3,125,
11.498,28.84,S4,3,125,
10.210,13.45,S4,3,125,
10.210,13.45,S4,3,125,
10.218,13.45,S4,3,125,
11.946,15.61,S4,3,125,
11.765,15.61,S4,3,125,
12.066,15.61,S4,3,125,
10.088,15.03,S4,3,125,
42.783,32.43,S4,3,125,
11.676,28.84,S4,3,125,
10.209,13.45,S4,3,125,
10.209,13.45,S4,3,125,
10.203,13.45,S4,3,125,
12.036,15.61,S4,3,125,
12.131,15.61,S4,3,125,
12.423,15.61,S4,3,125,
10.091,15.03,S4,3,125,
42.669,44.91,S4,3,125,
42.051,32.43,S4,3,125,
16.529,39.34,S4,3,125,
16.818,17.86,S4,3,125,
16.486,17.86,S4,3,125,
11.849,15.61,S4,3,125,
12.417,15.61,S4,3,125,
12.047,15.61,S4,3,125,
10.091,15.03,S4,3,125,
42.343,36.55,S4,3,125,
11.763,28.84,S4,3,125,
17.017,17.86,S4,3,125,
15.881,17.86,S4,3,125,
17.504,17.86,S4,3,125,
11.977,15.61,S4,3,125,
11.293,15.61,S4,3,125,
11.914,15.61,S4,3,125,
10.089,15.03,S4,3,125,
43.830,32.43,S4,3,125,
11.437,28.84,S4,3,125,
17.127,17.86,S4,3,125,
16.622,17.86,S4,3,125,
16.832,17.86,S4,3,125,
11.798,15.61,S4,3,125,
12.184,15.61,S4,3,125,
12.222,15.61,S4,3,125,
10.085,15.03,S4,3,125,
12.388,15.61,S4,3,125,
271.546,101.72,S4,3,125,5
21.294,15.70,S4,3,125,
16.496,17.86,S4,3,125,
293.862,101.72,S4,3,125,5
19.220,24.73,S4,3,125,
15.202,15.61,S4,3,125,
10.093,15.03,S4,3,125,
13.578,15.61,S4,3,125,
426.306,82.15,S4,3,125,4
13.881,46.78,S4,3,125,
17.756,17.86,S4,3,125,
12.290,15.61,S4,3,125,
10.092,15.03,S4,3,125,
42.244,27.30,S4,3,125,
11.995,28.84,S4,3,125,
43.121,33.66,S4,3,125,
16.589,17.86,S4,3,125,
16.322,31.09,S4,3,125,
13.479,15.61,S4,3,125,
12.037,15.61,S4,3,125,
11.909,15.61,S4,3,125,
10.089,15.03,S4,3,125,
205.857,64.81,S4,3,125,3
272.578,101.72,S4,3,125,5
10.205,13.45,S4,3,125,
10.210,13.45,S4,3,125,
10.196,13.45,S4,3,125,
16.926,24.73,S4,3,125,
15.203,15.61,S4,3,125,
10.204,15.03,S4,3,125,
42.818,20.43,S4,3,125,
17.454,41.34,S4,3,125,
10.208,13.45,S4,3,125,
10.207,13.45,S4,3,125,
10.214,13.45,S4,3,125,
43.597,33.90,S4,3,125,
16.871,15.61,S4,3,125,
10.090,15.03,S4,3,125,
18.676,28.84,S4,3,125,
10.247,13.45,S4,3,125,
12.742,15.61,S4,3,125,
12.158,15.61,S4,3,125,
10.084,15.03,S4,3,125,
271.650,101.72,S4,3,125,5
16.229,24.73,S4,3,125,
16.679,17.86,S4,3,125,
20.480,24.73,S4,3,125,
22.680,15.61,S4,3,125,
10.178,15.03,S4,3,125,
43.964,27.30,S4,3,125,
20.263,17.86,S4,3,125,
13.793,15.61,S4,3,125,
10.107,15.03,S4,3,125,
12.210,28.84,S4,3,125,
18.101,17.86,S4,3,125,
17.371,17.86,S4,3,125,
16.931,17.86,S4,3,125,
11.992,15.61,S4,3,125,
12.148,15.61,S4,3,125,
12.475,15.61,S4,3,125,
10.090,15.03,S4,3,125,
11.993,15.61,S4,3,125,
22.651,15.70,S4,3,125,
17.106,17.86,S4,3,125,
42.102,27.03,S4,3,125,
12.240,15.61,S4,3,125,
10.091,15.03,S4,3,125,
11.807,15.61,S4,3,125,
12.572,46.78,S4,3,125,
16.886,17.86,S4,3,125,
12.058,15.61,S4,3,125,
10.084,15.03,S4,3,125,
11.687,28.84,S4,3,125,
16.725,17.86,S4,3,125,
13.173,15.61,S4,3,125,
10.089,15.03,S4,3,125,
207.161,64.81,S4,3,125,3
16.603,39.09,S4,3,125,
10.197,13.45,S4,3,125,
10.212,13.45,S4,3,125,
10.213,13.45,S4,3,125,
22.773,15.61,S4,3,125,
19.182,15.61,S4,3,125,
10.153,15.03,S4,3,125,
49.164,20.43,S4,3,125,
27.037,24.73,S4,3,125,
10.341,13.45,S4,3,125,
10.342,13.45,S4,3,125,
10.341,13.45,S4,3,125,
26.877,31.98,S4,3,125,
19.114,15.61,S4,3,125,
19.382,15.61,S4,3,125,
10.159,15.03,S4,3,125,
48.937,32.43,S4,3,125,
20.731,28.84,S4,3,125,
55.686,20.43,S4,3,125,
10.410,13.45,S4,3,125,
10.432,13.45,S4,3,125,
56.495,19.20,S4,3,125,
23.044,15.61,S4,3,125,
23.213,15.61,S4,3,125,
10.178,15.03,S4,3,125,
50.731,44.26,S4,3,125,
32.791,17.86,S4,3,125,
52.110,35.90,S4,3,125,
49.299,20.43,S4,3,125,
20.576,15.61,S4,3,125,
22.343,15.61,S4,3,125,
10.147,15.03,S4,3,125,
51.354,27.30,S4,3,125,
34.009,24.73,S4,3,125,
55.198,35.90,S4,3,125,
28.876,17.86,S4,3,125,
49.710,35.90,S4,3,125,
50.352,20.43,S4,3,125,
21.279,15.61,S4,3,125,
22.965,15.61,S4,3,125,
10.175,15.03,S4,3,125,
48.507,27.30,S4,3,125,
18.582,28.84,S4,3,125,
29.029,17.86,S4,3,125,
27.923,17.86,S4,3,125,
49.415,35.90,S4,3,125,
48.986,20.43,S4,3,125,
20.000,15.61,S4,3,125,
19.721,15.61,S4,3,125,
10.196,15.03,S4,3,125,
19.856,15.61,S4,3,125,
49.064,32.43,S4,3,125,
35.773,15.70,S4,3,125,
27.526,17.86,S4,3,125,
29.179,31.09,S4,3,125,
19.062,15.61,S4,3,125,
18.648,15.61,S4,3,125,
19.565,15.61,S4,3,125,
10.146,15.03,S4,3,125,
19.473,15.61,S4,3,125,
20.882,28.84,S4,3,125,
21.861,46.78,S4,3,125,
28.392,17.86,S4,3,125,
27.860,31.09,S4,3,125,
20.046,15.61,S4,3,125,
20.455,15.61,S4,3,125,
20.477,15.61,S4,3,125,
10.146,15.03,S4,3,125,
49.486,27.30,S4,3,125,
19.899,28.84,S4,3,125,
26.357,31.09,S4,3,125,
29.155,17.86,S4,3,125,
27.566,31.09,S4,3,125,
18.649,15.61,S4,3,125,
18.725,15.61,S4,3,125,
18.670,15.61,S4,3,125,
10.147,15.03,S4,3,125,
226.892,82.15,S4,3,125,4
48.938,32.43,S4,3,125,
10.343,13.45,S4,3,125,
10.683,13.45,S4,3,125,
48.949,19.20,S4,3,125,
18.613,15.61,S4,3,125,
19.620,15.61,S4,3,125,
19.365,15.61,S4,3,125,
10.145,15.03,S4,3,125,
48.755,20.43,S4,3,125,
18.957,28.84,S4,3,125,
10.342,13.45,S4,3,125,
10.367,13.45,S4,3,125,
52.306,19.20,S4,3,125,
19.448,15.61,S4,3,125,
20.899,15.61,S4,3,125,
20.500,15.61,S4,3,125,
10.152,15.03,S4,3,125,
49.690,32.43,S4,3,125,
19.688,28.84,S4,3,125,
49.881,19.20,S4,3,125,
10.377,13.45,S4,3,125,
48.350,19.20,S4,3,125,
19.890,15.61,S4,3,125,
20.400,15.61,S4,3,125,
20.386,15.61,S4,3,125,
10.147,15.03,S4,3,125,
48.570,44.91,S4,3,125,
48.474,32.43,S4,3,125,
29.086,39.34,S4,3,125,
28.501,17.86,S4,3,125,
29.553,17.86,S4,3,125,
19.359,15.61,S4,3,125,
19.243,15.61,S4,3,125,
19.307,15.61,S4,3,125,
10.148,15.03,S4,3,125,
50.398,27.30,S4,3,125,
18.973,28.84,S4,3,125,
28.501,17.86,S4,3,125,
28.675,17.86,S4,3,125,
28.171,17.86,S4,3,125,
19.218,15.61,S4,3,125,
19.880,15.61,S4,3,125,
22.617,15.61,S4,3,125,
10.156,15.03,S4,3,125,
49.430,32.43,S4,3,125,
19.777,28.84,S4,3,125,
28.151,17.86,S4,3,125,
27.835,17.86,S4,3,125,
29.098,17.86,S4,3,125,
19.918,15.61,S4,3,125,
21.099,15.61,S4,3,125,
20.295,15.61,S4,3,125,
