candidate_id,population,gate_class,solver_family,mdl_bits,train_bits,raw_bits,holdout_len,alphabet_size,discovery_time_s,alphabet_base,base_seq_id
eca_166,S2,discovered,DARY,15.70,375.000000,500.00,125,2,23.729,,eca_166
eca_167,S2,compressed_only,WIDE_BIT,74.53,375.000000,500.00,125,2,64.263,,eca_167
eca_168,S2,discovered,DARY,15.03,375.000000,500.00,125,2,10.019,,eca_168
eca_169,S2,discovered,ITER,41.09,375.000000,500.00,125,2,43.295,,eca_169
eca_170,S2,discovered,DARY,15.03,375.000000,500.00,125,2,10.020,,eca_170
eca_171,S2,discovered,CTX_X,31.98,375.000000,500.00,125,2,16.924,,eca_171
eca_172,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.263,,eca_172
eca_173,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.281,,eca_173
eca_174,S2,discovered,DARY,15.70,375.000000,500.00,125,2,22.228,,eca_174
eca_175,S2,discovered,CTX_X,19.20,375.000000,500.00,125,2,43.517,,eca_175
eca_176,S2,discovered,DARY,15.03,375.000000,500.00,125,2,10.019,,eca_176
eca_177,S2,discovered,CTX_X,19.20,375.000000,500.00,125,2,42.695,,eca_177
eca_178,S2,discovered,CTX_X,15.61,375.000000,500.00,125,2,17.451,,eca_178
eca_179,S2,discovered,CTX_X,15.61,375.000000,500.00,125,2,17.518,,eca_179
eca_180,S2,discovered,DARY,15.70,375.000000,500.00,125,2,22.595,,eca_180
eca_181,S2,compressed_only,WIDE_BIT,74.53,375.000000,500.00,125,2,64.896,,eca_181
eca_182,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.263,,eca_182
eca_183,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.255,,eca_183
eca_184,S2,discovered,DARY,15.03,375.000000,500.00,125,2,10.019,,eca_184
eca_185,S2,discovered,CTX_X,31.98,375.000000,500.00,125,2,15.969,,eca_185
eca_186,S2,discovered,CTX_X,15.61,375.000000,500.00,125,2,17.162,,eca_186
eca_187,S2,discovered,CTX_X,17.86,375.000000,500.00,125,2,17.112,,eca_187
eca_188,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.258,,eca_188
eca_189,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.258,,eca_189
eca_190,S2,discovered,FUNC,35.09,375.000000,500.00,125,2,44.861,,eca_190
eca_191,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.256,,eca_191
eca_192,S2,discovered,DARY,15.03,375.000000,500.00,125,2,10.019,,eca_192
eca_193,S2,neither,FUNC,25.73,375.000000,500.00,125,2,600.039,,eca_193
eca_194,S2,discovered,DARY,15.03,375.000000,500.00,125,2,10.020,,eca_194
eca_195,S2,discovered,DARY,15.03,375.000000,500.00,125,2,10.019,,eca_195
eca_196,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.246,,eca_196
eca_197,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.255,,eca_197
eca_198,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.259,,eca_198
eca_199,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.257,,eca_199
eca_200,S2,discovered,DARY,15.03,375.000000,500.00,125,2,10.020,,eca_200
eca_201,S2,discovered,CTX_X,15.61,375.000000,500.00,125,2,17.484,,eca_201
eca_202,S2,discovered,DARY,15.03,375.000000,500.00,125,2,10.019,,eca_202
eca_203,S2,discovered,DARY,15.03,375.000000,500.00,125,2,10.020,,eca_203
eca_204,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.256,,eca_204
eca_205,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.264,,eca_205
eca_206,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.248,,eca_206
eca_207,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.257,,eca_207
eca_208,S2,discovered,DARY,15.03,375.000000,500.00,125,2,10.019,,eca_208
eca_209,S2,discovered,CTX_X,31.98,375.000000,500.00,125,2,16.391,,eca_209
eca_210,S2,discovered,DARY,15.03,375.000000,500.00,125,2,10.019,,eca_210
eca_211,S2,discovered,CTX_X,31.98,375.000000,500.00,125,2,16.809,,eca_211
eca_212,S2,discovered,DARY,15.70,375.000000,500.00,125,2,21.800,,eca_212
eca_213,S2,discovered,CTX_X,33.90,375.000000,500.00,125,2,42.221,,eca_213
eca_214,S2,discovered,FUNC,35.09,375.000000,500.00,125,2,46.821,,eca_214
eca_215,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.257,,eca_215
eca_216,S2,discovered,DARY,15.03,375.000000,500.00,125,2,10.019,,eca_216
eca_217,S2,discovered,DARY,15.03,375.000000,500.00,125,2,10.020,,eca_217
eca_218,S2,discovered,DARY,15.03,375.000000,500.00,125,2,10.021,,eca_218
eca_219,S2,discovered,DARY,15.03,375.000000,500.00,125,2,10.020,,eca_219
eca_220,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.259,,eca_220
eca_221,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.256,,eca_221
eca_222,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.257,,eca_222
eca_223,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.256,,eca_223
eca_224,S2,discovered,DARY,15.03,375.000000,500.00,125,2,10.020,,eca_224
eca_225,S2,discovered,ITER,41.09,375.000000,500.00,125,2,43.434,,eca_225
eca_226,S2,discovered,DARY,15.03,375.000000,500.00,125,2,10.021,,eca_226
eca_227,S2,discovered,CTX_X,31.98,375.000000,500.00,125,2,16.446,,eca_227
eca_228,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.255,,eca_228
eca_229,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.258,,eca_229
eca_230,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.258,,eca_230
eca_231,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.256,,eca_231
eca_232,S2,discovered,DARY,15.03,375.000000,500.00,125,2,10.021,,eca_232
eca_233,S2,discovered,CTX_X,20.43,375.000000,500.00,125,2,43.186,,eca_233
eca_234,S2,discovered,DARY,15.03,375.000000,500.00,125,2,10.020,,eca_234
eca_235,S2,discovered,CTX_X,31.98,375.000000,500.00,125,2,16.660,,eca_235
eca_236,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.306,,eca_236
eca_237,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.270,,eca_237
eca_238,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.273,,eca_238
eca_239,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.247,,eca_239
eca_240,S2,discovered,DARY,15.03,375.000000,500.00,125,2,10.019,,eca_240
eca_241,S2,discovered,CTX_X,31.98,375.000000,500.00,125,2,16.128,,eca_241
eca_242,S2,discovered,CTX_X,15.61,375.000000,500.00,125,2,17.353,,eca_242
eca_243,S2,discovered,CTX_X,17.86,375.000000,500.00,125,2,17.511,,eca_243
eca_244,S2,discovered,DARY,15.70,375.000000,500.00,125,2,23.407,,eca_244
eca_245,S2,discovered,CTX_X,19.20,375.000000,500.00,125,2,42.040,,eca_245
eca_246,S2,discovered,FUNC,35.09,375.000000,500.00,125,2,44.573,,eca_246
eca_247,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.254,,eca_247
eca_248,S2,discovered,DARY,15.03,375.000000,500.00,125,2,10.020,,eca_248
eca_249,S2,discovered,CTX_X,31.98,375.000000,500.00,125,2,16.309,,eca_249
eca_250,S2,discovered,CTX_X,15.61,375.000000,500.00,125,2,17.315,,eca_250
eca_251,S2,discovered,CTX_X,17.86,375.000000,500.00,125,2,17.236,,eca_251
eca_252,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.254,,eca_252
eca_253,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.256,,eca_253
eca_254,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.261,,eca_254
eca_255,S2,discovered,DARY,13.45,375.000000,500.00,125,2,10.261,,eca_255
A000030_a2,S3,discovered,DARY,18.87,100.000000,133.00,33,2,16.491,2,A000030
A000030_a3,S3,discovered,DARY,18.87,158.496250,210.80,33,3,16.628,3,A000030
A000030_a4,S3,discovered,DARY,18.87,200.000000,266.00,33,4,16.612,4,A000030
A000788_a2,S3,neither,NESTED_LOOP,85.32,43.000000,63.00,20,2,600.044,2,A000788
A000788_a3,S3,neither,FUNC,44.53,68.153388,99.85,20,3,600.027,3,A000788
A000788_a4,S3,neither,FUNC_L,52.73,86.000000,126.00,20,4,600.045,4,A000788
A001317_a2,S3,discovered,DARY,13.45,22.000000,42.00,20,2,10.063,2,A001317
A001317_a3,S3,discovered,ITER,33.73,34.869175,66.57,20,3,19.963,3,A001317
A001317_a4,S3,discovered,CTX_X,15.61,44.000000,84.00,20,4,10.084,4,A001317
A002371_a2,S3,neither,FUNC_L,54.71,47.000000,67.00,20,2,600.025,2,A002371
A002371_a3,S3,neither,FUNC_L,54.73,74.493238,106.19,20,3,600.027,3,A002371
A002371_a4,S3,neither,FUNC_L,57.98,94.000000,134.00,20,4,600.035,4,A002371
A002385_a2,S3,discovered,DARY,15.03,26.000000,46.00,20,2,10.017,2,A002385
A002385_a3,S3,neither,STEP,50.58,41.209025,72.91,20,3,600.039,3,A002385
A002385_a4,S3,neither,ITER,43.34,52.000000,92.00,20,4,600.041,4,A002385
A002778_a2,S3,neither,ITER_L,69.75,22.000000,42.00,20,2,600.034,2,A002778
A002778_a3,S3,neither,STEP,51.68,34.869175,66.57,20,3,600.034,3,A002778
A002778_a4,S3,neither,FUNC_L,56.73,44.000000,84.00,20,4,600.027,4,A002778
A003052_a2,S3,neither,WIDE_BIT,64.78,36.000000,56.00,20,2,600.034,2,A003052
A003052_a3,S3,discovered,DARY,19.19,57.058650,88.76,20,3,10.109,3,A003052
A003052_a4,S3,neither,FUNC_L,52.79,72.000000,112.00,20,4,600.054,4,A003052
A003132_a2,S3,discovered,DARY,20.46,51.000000,71.00,20,2,10.239,2,A003132
A003132_a3,S3,neither,FUNC_L,53.98,80.833088,112.53,20,3,600.051,3,A003132
A003132_a4,S3,discovered,NESTED_LOOP,85.32,102.000000,142.00,20,4,81.227,4,A003132
A003159_a2,S3,neither,WIDE_BIT,73.55,50.000000,70.00,20,2,600.033,2,A003159
A003159_a3,S3,neither,FUNC,44.53,79.248125,110.95,20,3,600.047,3,A003159
A003159_a4,S3,neither,ITER_L,59.73,100.000000,140.00,20,4,600.038,4,A003159
A003754_a2,S3,predicted_only,ITER,50.78,40.000000,60.00,20,2,46.732,2,A003754
A003754_a3,S3,neither,FUNC,45.53,63.398500,95.10,20,3,600.043,3,A003754
A003754_a4,S3,neither,FUNC_L,56.98,80.000000,120.00,20,4,600.040,4,A003754
A004086_a2,S3,discovered,DARY,18.87,55.000000,75.00,20,2,10.209,2,A004086
A004086_a3,S3,discovered,CTX_X,15.61,87.172938,118.87,20,3,10.076,3,A004086
A004086_a4,S3,discovered,NESTED_LOOP,65.81,110.000000,150.00,20,4,81.882,4,A004086
A004159_a2,S3,neither,NESTED_LOOP,119.10,60.000000,80.00,20,2,600.054,2,A004159
A004159_a3,S3,discovered,CTX_X,24.11,95.097750,126.80,20,3,14.888,3,A004159
A004159_a4,S3,neither,FUNC_L,55.98,120.000000,160.00,20,4,600.079,4,A004159
A004207_a2,S3,neither,WIDE_BIT,75.13,34.000000,54.00,20,2,600.022,2,A004207
A004207_a3,S3,discovered,CTX_X,17.86,53.888725,85.59,20,3,14.896,3,A004207
A004207_a4,S3,neither,ITER_L,68.92,68.000000,108.00,20,4,600.074,4,A004207
A004488_a2,S3,predicted_only,FUNC_L,53.54,47.000000,67.00,20,2,66.569,2,A004488
A004488_a3,S3,discovered,DARY,18.19,74.493238,106.19,20,3,10.077,3,A004488
A004488_a4,S3,neither,STEP,54.66,94.000000,134.00,20,4,600.096,4,A004488
A004601_a2,S3,neither,WIDE_BIT,75.13,79.000000,105.00,26,2,600.039,2,A004601
A004601_a3,S3,neither,FUNC_L,52.73,125.212038,166.42,26,3,600.078,3,A004601
A004601_a4,S3,neither,FUNC,34.09,158.000000,210.00,26,4,600.084,4,A004601
A005349_a2,S3,neither,FUNC,44.53,41.000000,61.00,20,2,600.025,2,A005349
A005349_a3,S3,neither,FUNC_L,54.73,64.983463,96.68,20,3,600.078,3,A005349
A005349_a4,S3,neither,ITER_L,68.17,82.000000,122.00,20,4,600.129,4,A005349
A005823_a2,S3,discovered,DARY,13.45,36.000000,56.00,20,2,10.298,2,A005823
A005823_a3,S3,discovered,CTX_X,22.48,57.058650,88.76,20,3,10.179,3,A005823
A005823_a4,S3,discovered,FUNC_L,55.13,72.000000,112.00,20,4,52.179,4,A005823
A005836_a2,S3,discovered,DARY,16.62,38.000000,58.00,20,2,22.428,2,A005836
A005836_a3,S3,discovered,CTX_X,15.61,60.228575,91.93,20,3,10.182,3,A005836
A005836_a4,S3,neither,NESTED_LOOP,83.73,76.000000,116.00,20,4,600.104,4,A005836
A006567_a2,S3,discovered,DARY,13.45,31.000000,51.00,20,2,10.133,2,A006567
A006567_a3,S3,neither,STEP,46.84,49.133838,80.83,20,3,600.147,3,A006567
A006567_a4,S3,neither,STEP,46.84,62.000000,102.00,20,4,600.095,4,A006567
A006753_a2,S3,neither,FUNC_L,63.74,33.000000,53.00,20,2,600.129,2,A006753
A006753_a3,S3,neither,STEP,53.49,52.303763,84.00,20,3,600.106,3,A006753
A006753_a4,S3,neither,FUNC_L,56.73,66.000000,106.00,20,4,600.086,4,A006753
A006995_a2,S3,discovered,DARY,15.03,38.000000,58.00,20,2,10.017,2,A006995
A006995_a3,S3,neither,FUNC,47.53,60.228575,91.93,20,3,600.087,3,A006995
A006995_a4,S3,neither,FUNC,44.53,76.000000,116.00,20,4,600.113,4,A006995
A007088_a2,S3,discovered,CTX_X,15.61,20.000000,40.00,20,2,10.021,2,A007088
A007088_a3,S3,discovered,DARY,16.62,31.699250,63.40,20,3,11.092,3,A007088
A007088_a4,S3,discovered,CTX_X,15.61,40.000000,80.00,20,4,11.185,4,A007088
A007089_a2,S3,discovered,FUNC,25.73,30.000000,50.00,20,2,18.292,2,A007089
A007089_a3,S3,discovered,DARY,17.37,47.548875,79.25,20,3,12.515,3,A007089
A007089_a4,S3,discovered,FUNC,46.53,60.000000,100.00,20,4,36.694,4,A007089
A007090_a2,S3,discovered,CTX_X,15.61,44.000000,64.00,20,2,10.014,2,A007090
A007090_a3,S3,discovered,CTX_X,15.61,69.738350,101.44,20,3,10.135,3,A007090
A007090_a4,S3,discovered,FUNC,37.09,88.000000,128.00,20,4,40.570,4,A007090
A007091_a2,S3,discovered,FUNC,25.73,46.000000,66.00,20,2,40.051,2,A007091
A007091_a3,S3,discovered,DARY,18.78,72.908275,104.61,20,3,20.858,3,A007091
A007091_a4,S3,neither,NESTED_LOOP,86.90,92.000000,132.00,20,4,600.096,4,A007091
A007092_a2,S3,discovered,CTX_X,15.61,46.000000,66.00,20,2,10.014,2,A007092
A007092_a3,S3,discovered,DARY,19.24,72.908275,104.61,20,3,17.030,3,A007092
A007092_a4,S3,discovered,CTX_X,15.61,92.000000,132.00,20,4,10.130,4,A007092
A007093_a2,S3,discovered,FUNC,25.73,44.000000,64.00,20,2,40.026,2,A007093
A007093_a3,S3,discovered,CTX_X,15.61,69.738350,101.44,20,3,11.737,3,A007093
A007093_a4,S3,compressed_only,FUNC,35.09,88.000000,128.00,20,4,23.126,4,A007093
A007094_a2,S3,discovered,CTX_X,15.61,54.000000,74.00,20,2,10.015,2,A007094
A007094_a3,S3,discovered,DARY,19.94,85.587975,117.29,20,3,10.915,3,A007094
A007094_a4,S3,discovered,FUNC,37.09,108.000000,148.00,20,4,23.316,4,A007094
A007095_a2,S3,discovered,FUNC,26.73,57.000000,77.00,20,2,30.134,2,A007095
A007095_a3,S3,discovered,DARY,20.22,90.342863,122.04,20,3,28.826,3,A007095
A007095_a4,S3,discovered,FUNC,43.11,114.000000,154.00,20,4,92.655,4,A007095
A007376_a2,S3,neither,NESTED_LOOP,86.90,80.000000,106.00,26,2,600.099,2,A007376
A007376_a3,S3,neither,STEP,52.97,126.797000,168.01,26,3,600.085,3,A007376
A007376_a4,S3,neither,FUNC_L,55.96,160.000000,212.00,26,4,600.121,4,A007376
A007500_a2,S3,discovered,DARY,15.03,38.000000,58.00,20,2,10.016,2,A007500
A007500_a3,S3,neither,STEP,47.16,60.228575,91.93,20,3,600.075,3,A007500
A007500_a4,S3,neither,ITER,50.78,76.000000,116.00,20,4,600.085,4,A007500
A007602_a2,S3,neither,FUNC_L,55.73,33.000000,53.00,20,2,606.378,2,A007602
A007602_a3,S3,neither,FUNC,44.53,52.303763,84.00,20,3,600.093,3,A007602
A007602_a4,S3,neither,FUNC,44.53,66.000000,106.00,20,4,600.084,4,A007602
A007605_a2,S3,neither,NESTED_LOOP,85.32,59.000000,79.00,20,2,600.031,2,A007605
A007605_a3,S3,neither,STEP,53.62,93.512788,125.21,20,3,600.044,3,A007605
A007605_a4,S3,neither,STEP,50.21,118.000000,158.00,20,4,600.042,4,A007605
A007623_a2,S3,discovered,CTX_X,15.61,31.000000,51.00,20,2,10.022,2,A007623
A007623_a3,S3,discovered,FUNC,46.53,49.133838,80.83,20,3,22.557,3,A007623
A007623_a4,S3,discovered,FUNC,25.73,62.000000,102.00,20,4,41.185,4,A007623
A007652_a2,S3,discovered,DARY,15.03,79.000000,105.00,26,2,10.012,2,A007652
A007652_a3,S3,neither,STEP,50.90,125.212038,166.42,26,3,600.038,3,A007652
A007652_a4,S3,neither,ITER_L,73.34,158.000000,210.00,26,4,600.077,4,A007652
A007770_a2,S3,neither,WIDE_BIT,69.33,34.000000,54.00,20,2,600.051,2,A007770
A007770_a3,S3,neither,STEP,49.90,53.888725,85.59,20,3,600.050,3,A007770
A007770_a4,S3,neither,FUNC_L,54.98,68.000000,108.00,20,4,600.037,4,A007770
A007931_a2,S3,discovered,CTX_X,15.61,25.000000,45.00,20,2,12.659,2,A007931
A007931_a3,S3,predicted_only,STEP,41.59,39.624063,71.32,20,3,75.857,3,A007931
A007931_a4,S3,discovered,CTX_X,15.61,50.000000,90.00,20,4,10.088,4,A007931
A007953_a2,S3,discovered,DARY,20.46,66.000000,88.00,22,2,10.253,2,A007953
A007953_a3,S3,discovered,CTX_X,15.61,104.607525,139.48,22,3,10.087,3,A007953
A007953_a4,S3,discovered,DARY,20.46,132.000000,176.00,22,4,21.725,4,A007953
A007954_a2,S3,discovered,DARY,21.46,81.000000,108.00,27,2,19.631,2,A007954
A007954_a3,S3,discovered,DARY,21.46,128.381963,171.18,27,3,22.318,3,A007954
A007954_a4,S3,discovered,DARY,21.46,162.000000,216.00,27,4,13.736,4,A007954
A009994_a2,S3,neither,NESTED_LOOP,83.73,45.000000,65.00,20,2,600.033,2,A009994
A009994_a3,S3,neither,NESTED_LOOP,86.90,71.323313,103.02,20,3,600.035,3,A009994
A009994_a4,S3,neither,FUNC,37.09,90.000000,130.00,20,4,600.044,4,A009994
A010785_a2,S3,predicted_only,ITER,38.09,32.000000,52.00,20,2,33.404,2,A010785
A010785_a3,S3,discovered,FUNC,44.53,50.718800,82.42,20,3,48.295,3,A010785
A010785_a4,S3,neither,FUNC_L,55.98,64.000000,104.00,20,4,600.035,4,A010785
A010879_a2,S3,discovered,CTX_X,15.61,61.000000,81.00,20,2,10.010,2,A010879
A010879_a3,S3,discovered,FUNC,26.73,96.682713,128.38,20,3,24.047,3,A010879
A010879_a4,S3,discovered,FUNC,26.73,122.000000,162.00,20,4,22.646,4,A010879
A010888_a2,S3,discovered,ITER,38.09,79.000000,105.00,26,2,20.748,2,A010888
A010888_a3,S3,discovered,CTX_X,15.61,125.212038,166.42,26,3,10.076,3,A010888
A010888_a4,S3,discovered,ITER,38.09,158.000000,210.00,26,4,19.889,4,A010888
A011531_a2,S3,neither,FUNC_L,54.73,33.000000,53.00,20,2,600.054,2,A011531
A011531_a3,S3,neither,ITER_L,68.17,52.303763,84.00,20,3,600.052,3,A011531
A011531_a4,S3,neither,ITER_L,72.09,66.000000,106.00,20,4,600.037,4,A011531
A011539_a2,S3,neither,FUNC_L,56.73,36.000000,56.00,20,2,609.255,2,A011539
A011539_a3,S3,discovered,CTX_X,15.61,57.058650,88.76,20,3,10.114,3,A011539
A011539_a4,S3,neither,FUNC_L,54.73,72.000000,112.00,20,4,600.051,4,A011539
A011540_a2,S3,neither,NESTED_LOOP,83.73,31.000000,51.00,20,2,182.059,2,A011540
A011540_a3,S3,discovered,CTX_X,15.61,49.133838,80.83,20,3,10.472,3,A011540
A011540_a4,S3,neither,FUNC,45.53,62.000000,102.00,20,4,600.035,4,A011540
A014190_a2,S3,neither,FUNC_L,55.96,35.000000,55.00,20,2,600.028,2,A014190
A014190_a3,S3,neither,FUNC_L,64.09,55.473688,87.17,20,3,600.027,3,A014190
A014190_a4,S3,neither,FUNC_L,55.98,70.000000,110.00,20,4,600.063,4,A014190
A014261_a2,S3,discovered,DARY,13.45,40.000000,60.00,20,2,10.115,2,A014261
A014261_a3,S3,neither,FUNC,36.09,63.398500,95.10,20,3,600.046,3,A014261
A014261_a4,S3,neither,STEP,53.82,80.000000,120.00,20,4,615.522,4,A014261
A014263_a2,S3,discovered,DARY,13.45,38.000000,58.00,20,2,16.222,2,A014263
A014263_a3,S3,discovered,DARY,18.78,60.228575,91.93,20,3,16.433,3,A014263
A014263_a4,S3,discovered,FUNC,26.73,76.000000,116.00,20,4,53.644,4,A014263
A014311_a2,S3,neither,WIDE_BIT,60.48,51.000000,71.00,20,2,600.020,2,A014311
A014311_a3,S3,neither,STEP,46.84,80.833088,112.53,20,3,600.127,3,A014311
A014311_a4,S3,neither,FUNC_L,45.53,102.000000,142.00,20,4,600.097,4,A014311
A014486_a2,S3,discovered,DARY,13.45,34.000000,54.00,20,2,10.297,2,A014486
A014486_a3,S3,neither,FUNC_L,57.55,53.888725,85.59,20,3,600.088,3,A014486
A014486_a4,S3,neither,NESTED_LOOP,85.32,68.000000,108.00,20,4,600.079,4,A014486
A014499_a2,S3,neither,ITER,48.53,75.000000,99.00,24,2,613.406,2,A014499
A014499_a3,S3,neither,STEP,58.89,118.872188,156.91,24,3,600.095,3,A014499
A014499_a4,S3,neither,STEP,53.82,150.000000,198.00,24,4,600.070,4,A014499
A019546_a2,S3,discovered,DARY,15.03,28.000000,48.00,20,2,10.014,2,A019546
A019546_a3,S3,neither,STEP,47.16,44.378950,76.08,20,3,600.121,3,A019546
A019546_a4,S3,neither,ITER,50.78,56.000000,96.00,20,4,600.164,4,A019546
A020338_a2,S3,discovered,CTX_X,15.61,26.000000,46.00,20,2,10.011,2,A020338
A020338_a3,S3,discovered,DARY,20.44,41.209025,72.91,20,3,10.155,3,A020338
A020338_a4,S3,neither,FUNC,42.53,52.000000,92.00,20,4,600.126,4,A020338
A023108_a2,S3,neither,FUNC_L,53.55,25.000000,45.00,20,2,600.106,2,A023108
A023108_a3,S3,neither,STEP,53.85,39.624063,71.32,20,3,600.097,3,A023108
A023108_a4,S3,neither,FUNC_L,55.73,50.000000,90.00,20,4,600.084,4,A023108
A023416_a2,S3,neither,WIDE_BIT,73.55,79.000000,105.00,26,2,614.466,2,A023416
A023416_a3,S3,neither,STEP,52.11,125.212038,166.42,26,3,600.140,3,A023416
A023416_a4,S3,neither,STEP,48.41,158.000000,210.00,26,4,600.043,4,A023416
A027868_a2,S3,discovered,FUNC,43.53,61.000000,81.00,20,2,22.710,2,A027868
A027868_a3,S3,discovered,FUNC,43.53,96.682713,128.38,20,3,23.567,3,A027868
A027868_a4,S3,discovered,FUNC_L,44.77,122.000000,162.00,20,4,39.180,4,A027868
A029447_a2,S3,neither,FUNC,43.53,29.000000,49.00,20,2,48.292,2,A029447
A029447_a3,S3,neither,STEP,54.89,45.963913,77.66,20,3,600.052,3,A029447
A029447_a4,S3,neither,FUNC,43.53,58.000000,98.00,20,4,600.056,4,A029447
A029470_a2,S3,neither,WIDE_BIT,62.78,29.000000,49.00,20,2,600.042,2,A029470
A029470_a3,S3,neither,STEP,50.44,45.963913,77.66,20,3,600.074,3,A029470
A029470_a4,S3,neither,FUNC,34.09,58.000000,98.00,20,4,600.063,4,A029470
A029494_a2,S3,neither,WIDE_BIT,70.38,34.000000,54.00,20,2,600.048,2,A029494
A029494_a3,S3,neither,STEP,53.69,53.888725,85.59,20,3,600.052,3,A029494
A029494_a4,S3,neither,ITER,42.09,68.000000,108.00,20,4,600.061,4,A029494
A029518_a2,S3,neither,WIDE_BIT,65.00,21.000000,41.00,20,2,600.047,2,A029518
A029518_a3,S3,neither,FUNC_L,56.98,33.284213,64.98,20,3,600.061,3,A029518
A029518_a4,S3,neither,ITER,42.09,42.000000,82.00,20,4,600.080,4,A029518
A030101_a2,S3,discovered,DARY,15.03,59.000000,79.00,20,2,10.011,2,A030101
A030101_a3,S3,discovered,DARY,16.62,93.512788,125.21,20,3,21.762,3,A030101
A030101_a4,S3,discovered,FUNC_L,55.13,118.000000,158.00,20,4,40.389,4,A030101
A030190_a2,S3,discovered,CONCAT,7.25,79.000000,105.00,26,2,20.204,2,A030190
A030190_a3,S3,discovered,CONCAT,7.25,125.212038,166.42,26,3,10.653,3,A030190
A030190_a4,S3,discovered,CONCAT,7.25,158.000000,210.00,26,4,20.639,4,A030190
A030302_a2,S3,discovered,CONCAT,8.25,68.000000,90.00,22,2,18.421,2,A030302
A030302_a3,S3,discovered,CONCAT,8.25,107.777450,142.65,22,3,20.474,3,A030302
A030302_a4,S3,discovered,CONCAT,8.25,136.000000,180.00,22,4,19.329,4,A030302
A030308_a2,S3,discovered,CONCAT,7.25,68.000000,90.00,22,2,20.688,2,A030308
A030308_a3,S3,discovered,CONCAT,7.25,107.777450,142.65,22,3,19.705,3,A030308
A030308_a4,S3,discovered,CONCAT,7.25,136.000000,180.00,22,4,19.823,4,A030308
A030432_a2,S3,discovered,DARY,13.45,32.000000,52.00,20,2,10.104,2,A030432
A030432_a3,S3,neither,STEP,49.71,50.718800,82.42,20,3,600.055,3,A030432
A030432_a4,S3,neither,STEP,48.44,64.000000,104.00,20,4,600.063,4,A030432
A031346_a2,S3,neither,FUNC,37.09,75.000000,100.00,25,2,600.065,2,A031346
A031346_a3,S3,neither,NESTED_LOOP,63.81,118.872188,158.50,25,3,600.068,3,A031346
A031346_a4,S3,neither,NESTED_LOOP,63.81,150.000000,200.00,25,4,600.058,4,A031346
A031347_a2,S3,neither,NESTED_LOOP,82.15,66.000000,87.00,21,2,600.034,2,A031347
A031347_a3,S3,neither,NESTED_LOOP,63.81,104.607525,137.89,21,3,600.054,3,A031347
A031347_a4,S3,neither,NESTED_LOOP,63.81,132.000000,174.00,21,4,600.064,4,A031347
A031443_a2,S3,neither,ITER,52.78,35.000000,55.00,20,2,600.045,2,A031443
A031443_a3,S3,neither,ITER,59.96,55.473688,87.17,20,3,600.042,3,A031443
A031443_a4,S3,neither,STEP,52.41,70.000000,110.00,20,4,600.048,4,A031443
A033307_a2,S3,neither,FUNC_L,53.98,78.000000,104.00,26,2,600.070,2,A033307
A033307_a3,S3,neither,STEP,51.44,123.627075,164.84,26,3,600.033,3,A033307
A033307_a4,S3,neither,FUNC,43.53,156.000000,208.00,26,4,600.054,4,A033307
A033308_a2,S3,neither,NESTED_LOOP,83.73,76.000000,101.00,25,2,600.035,2,A033308
A033308_a3,S3,neither,STEP,50.58,120.457150,160.08,25,3,600.046,3,A033308
A033308_a4,S3,neither,ITER,49.78,152.000000,202.00,25,4,600.043,4,A033308
A033819_a2,S3,neither,NESTED_LOOP,80.56,27.000000,47.00,20,2,600.121,2,A033819
A033819_a3,S3,neither,FUNC_L,54.73,42.793988,74.49,20,3,600.037,3,A033819
A033819_a4,S3,neither,FUNC_L,54.73,54.000000,94.00,20,4,600.038,4,A033819
