"id","stage","class","class_simple","time_s"
"tot3_0260","S4","discovered","discovered",11.595
"tot3_0261","S4","discovered","discovered",10.087
"tot3_0262","S4","neither","other",600.049
"tot3_0263","S4","discovered","discovered",11.681
"tot3_0264","S4","discovered","discovered",428.368
"tot3_0265","S4","discovered","discovered",16.514
"tot3_0266","S4","discovered","discovered",16.186
"tot3_0267","S4","discovered","discovered",11.658
"tot3_0268","S4","neither","other",600.05
"tot3_0269","S4","discovered","discovered",11.85
"tot3_0270","S4","discovered","discovered",10.086
"tot3_0271","S4","discovered","discovered",208.664
"tot3_0272","S4","discovered","discovered",11.534
"tot3_0273","S4","discovered","discovered",10.197
"tot3_0274","S4","discovered","discovered",10.203
"tot3_0275","S4","discovered","discovered",10.2
"tot3_0276","S4","discovered","discovered",12.088
"tot3_0277","S4","neither","other",600.055
"tot3_0278","S4","discovered","discovered",11.637
"tot3_0279","S4","discovered","discovered",10.086
"tot3_0280","S4","discovered","discovered",41.469
"tot3_0281","S4","neither","other",600.045
"tot3_0282","S4","discovered","discovered",10.201
"tot3_0283","S4","discovered","discovered",10.209
"tot3_0284","S4","discovered","discovered",10.256
"tot3_0285","S4","discovered","discovered",11.88
"tot3_0286","S4","discovered","discovered",43.286
"tot3_0287","S4","discovered","discovered",11.209
"tot3_0288","S4","discovered","discovered",10.087
"tot3_0289","S4","neither","other",600.058
"tot3_0290","S4","discovered","discovered",11.591
"tot3_0291","S4","discovered","discovered",10.206
"tot3_0292","S4","discovered","discovered",10.219
"tot3_0293","S4","discovered","discovered",10.206
"tot3_0294","S4","discovered","discovered",11.36
"tot3_0295","S4","neither","other",600.066
"tot3_0296","S4","discovered","discovered",11.694
"tot3_0297","S4","discovered","discovered",10.088
"tot3_0298","S4","discovered","discovered",42.536
"tot3_0299","S4","discovered","discovered",11.526
"tot3_0300","S4","discovered","discovered",16.292
"tot3_0301","S4","discovered","discovered",16.684
"tot3_0302","S4","neither","other",600.053
"tot3_0303","S4","discovered","discovered",12.943
"tot3_0304","S4","discovered","discovered",43
"tot3_0305","S4","discovered","discovered",11.422
"tot3_0306","S4","discovered","discovered",10.085
"tot3_0307","S4","neither","other",600.06
"tot3_0308","S4","neither","other",600.05
"tot3_0309","S4","neither","other",600.063
"tot3_0310","S4","discovered","discovered",16.7
"tot3_0311","S4","discovered","discovered",211.706
"tot3_0312","S4","discovered","discovered",12.102
"tot3_0313","S4","discovered","discovered",43.302
"tot3_0314","S4","discovered","discovered",12.773
"tot3_0315","S4","discovered","discovered",10.09
"tot3_0316","S4","neither","other",600.045
"tot3_0317","S4","discovered","discovered",12.809
"tot3_0318","S4","discovered","discovered",43.456
"tot3_0319","S4","discovered","discovered",17.237
"tot3_0320","S4","discovered","discovered",17.192
"tot3_0321","S4","discovered","discovered",12.118
"tot3_0322","S4","neither","other",600.055
"tot3_0323","S4","discovered","discovered",12.211
"tot3_0324","S4","discovered","discovered",10.099
"tot3_0325","S4","discovered","discovered",12.591
"tot3_0326","S4","discovered","discovered",12.428
"tot3_0327","S4","discovered","discovered",22.528
"tot3_0328","S4","discovered","discovered",16.827
"tot3_0329","S4","neither","other",600.057
"tot3_0330","S4","discovered","discovered",41.945
"tot3_0331","S4","compressed_only","other",194.405
"tot3_0332","S4","discovered","discovered",12.68
"tot3_0333","S4","discovered","discovered",10.086
"tot3_0334","S4","discovered","discovered",11.564
"tot3_0335","S4","neither","other",600.057
"tot3_0336","S4","discovered","discovered",12.644
"tot3_0337","S4","discovered","discovered",16.541
"tot3_0338","S4","neither","other",600.057
"tot3_0339","S4","neither","other",600.057
"tot3_0340","S4","neither","other",600.076
"tot3_0341","S4","discovered","discovered",11.685
"tot3_0342","S4","discovered","discovered",10.084
"tot3_0343","S4","neither","other",600.061
"tot3_0344","S4","neither","other",600.048
"tot3_0345","S4","neither","other",600.051
"tot3_0346","S4","discovered","discovered",16.605
"tot3_0347","S4","neither","other",600.056
"tot3_0348","S4","neither","other",600.052
"tot3_0349","S4","discovered","discovered",285.979
"tot3_0350","S4","discovered","discovered",13.562
"tot3_0351","S4","discovered","discovered",10.086
"tot3_0352","S4","discovered","discovered",211.987
"tot3_0353","S4","discovered","discovered",42.806
"tot3_0354","S4","discovered","discovered",10.199
"tot3_0355","S4","discovered","discovered",10.216
"tot3_0356","S4","discovered","discovered",10.199
"tot3_0357","S4","neither","other",600.053
"tot3_0358","S4","neither","other",600.058
"tot3_0359","S4","discovered","discovered",13.244
"tot3_0360","S4","discovered","discovered",10.085
"tot3_0361","S4","discovered","discovered",42.585
"tot3_0362","S4","discovered","discovered",16.417
"tot3_0363","S4","discovered","discovered",10.206
"tot3_0364","S4","discovered","discovered",10.211
"tot3_0365","S4","discovered","discovered",10.205
"tot3_0366","S4","discovered","discovered",16.801
"tot3_0367","S4","discovered","discovered",16.969
"tot3_0368","S4","discovered","discovered",11.445
"tot3_0369","S4","discovered","discovered",10.089
"tot3_0370","S4","discovered","discovered",41.951
"tot3_0371","S4","neither","other",600.047
"tot3_0372","S4","discovered","discovered",10.221
"tot3_0373","S4","discovered","discovered",10.209
"tot3_0374","S4","discovered","discovered",10.212
"tot3_0375","S4","discovered","discovered",16.887
"tot3_0376","S4","discovered","discovered",12.108
"tot3_0377","S4","discovered","discovered",11.558
"tot3_0378","S4","discovered","discovered",10.095
"tot3_0379","S4","discovered","discovered",42.803
"tot3_0380","S4","discovered","discovered",273.669
"tot3_0381","S4","neither","other",600.064
"tot3_0382","S4","discovered","discovered",18.141
"tot3_0383","S4","neither","other",600.031
"tot3_0384","S4","discovered","discovered",42.56
"tot3_0385","S4","neither","other",600.046
"tot3_0386","S4","discovered","discovered",16.735
"tot3_0387","S4","discovered","discovered",10.091
"tot3_0388","S4","neither","other",600.056
"tot3_0389","S4","neither","other",600.05
"tot3_0390","S4","neither","other",600.053
"tot3_0391","S4","discovered","discovered",17.336
"tot3_0392","S4","neither","other",600.065
"tot3_0393","S4","neither","other",600.05
"tot3_0394","S4","neither","other",600.036
"tot3_0395","S4","discovered","discovered",12.725
"tot3_0396","S4","discovered","discovered",10.089
"tot3_0397","S4","neither","other",600.047
"tot3_0398","S4","neither","other",600.052
"tot3_0399","S4","neither","other",600.05
"tot3_0400","S4","discovered","discovered",17.455
"tot3_0401","S4","discovered","discovered",16.641
"tot3_0402","S4","neither","other",600.044
"tot3_0403","S4","discovered","discovered",14.105
"tot3_0404","S4","discovered","discovered",12.087
"tot3_0405","S4","discovered","discovered",10.087
"tot3_0406","S4","discovered","discovered",12.067
"tot3_0407","S4","discovered","discovered",11.965
"tot3_0408","S4","discovered","discovered",22.569
"tot3_0409","S4","discovered","discovered",16.442
"tot3_0410","S4","neither","other",600.038
"tot3_0411","S4","discovered","discovered",43.129
"tot3_0412","S4","neither","other",600.042
"tot3_0413","S4","discovered","discovered",12.46
"tot3_0414","S4","discovered","discovered",10.085
"tot3_0415","S4","discovered","discovered",11.58
"tot3_0416","S4","neither","other",600.038
"tot3_0417","S4","discovered","discovered",13.014
"tot3_0418","S4","discovered","discovered",16.534
"tot3_0419","S4","neither","other",600.056
"tot3_0420","S4","neither","other",600.059
"tot3_0421","S4","neither","other",600.055
"tot3_0422","S4","discovered","discovered",11.002
"tot3_0423","S4","discovered","discovered",10.084
"tot3_0424","S4","neither","other",600.06
"tot3_0425","S4","discovered","discovered",11.994
"tot3_0426","S4","neither","other",600.061
"tot3_0427","S4","discovered","discovered",17.291
"tot3_0428","S4","neither","other",600.046
"tot3_0429","S4","discovered","discovered",212.681
"tot3_0430","S4","neither","other",600.06
"tot3_0431","S4","discovered","discovered",20.637
"tot3_0432","S4","discovered","discovered",10.161
"tot3_0433","S4","discovered","discovered",221.201
"tot3_0434","S4","discovered","discovered",12.721
"tot3_0435","S4","discovered","discovered",10.24
"tot3_0436","S4","discovered","discovered",10.227
"tot3_0437","S4","discovered","discovered",10.244
"tot3_0438","S4","discovered","discovered",44.985
"tot3_0439","S4","neither","other",600.04
"tot3_0440","S4","discovered","discovered",13.951
"tot3_0441","S4","discovered","discovered",10.102
"tot3_0442","S4","discovered","discovered",42.633
"tot3_0443","S4","discovered","discovered",44.513
"tot3_0444","S4","discovered","discovered",10.214
"tot3_0445","S4","discovered","discovered",10.208
"tot3_0446","S4","discovered","discovered",10.221
"tot3_0447","S4","neither","other",600.05
"tot3_0448","S4","discovered","discovered",18.11
"tot3_0449","S4","discovered","discovered",13.305
"tot3_0450","S4","discovered","discovered",10.087
"tot3_0451","S4","neither","other",600.044
"tot3_0452","S4","discovered","discovered",14.006
"tot3_0453","S4","discovered","discovered",10.216
"tot3_0454","S4","discovered","discovered",10.37
"tot3_0455","S4","discovered","discovered",10.221
"tot3_0456","S4","discovered","discovered",213.207
"tot3_0457","S4","discovered","discovered",284.945
"tot3_0458","S4","discovered","discovered",14.259
"tot3_0459","S4","discovered","discovered",10.113
"tot3_0460","S4","discovered","discovered",43.625
"tot3_0461","S4","discovered","discovered",17.351
"tot3_0462","S4","neither","other",600.076
"tot3_0463","S4","discovered","discovered",21.013
"tot3_0464","S4","discovered","discovered",44.377
"tot3_0465","S4","discovered","discovered",45.153
"tot3_0466","S4","discovered","discovered",47.294
"tot3_0467","S4","discovered","discovered",13.537
"tot3_0468","S4","discovered","discovered",10.096
"tot3_0469","S4","neither","other",600.063
"tot3_0470","S4","neither","other",600.049
"tot3_0471","S4","neither","other",600.067
"tot3_0472","S4","discovered","discovered",21.079
"tot3_0473","S4","neither","other",600.066
"tot3_0474","S4","neither","other",600.073
"tot3_0475","S4","neither","other",600.075
"tot3_0476","S4","discovered","discovered",13.857
"tot3_0477","S4","discovered","discovered",10.098
"tot3_0478","S4","neither","other",600.062
"tot3_0479","S4","discovered","discovered",13.209
"tot3_0480","S4","discovered","discovered",288.732
"tot3_0481","S4","discovered","discovered",16.823
"tot3_0482","S4","neither","other",600.059
"tot3_0483","S4","discovered","discovered",215.253
"tot3_0484","S4","discovered","discovered",13.209
"tot3_0485","S4","discovered","discovered",12.084
"tot3_0486","S4","discovered","discovered",10.085
"tot3_0487","S4","discovered","discovered",12.44
"tot3_0488","S4","discovered","discovered",12.095
"tot3_0489","S4","discovered","discovered",21.418
"tot3_0490","S4","discovered","discovered",16.659
"tot3_0491","S4","discovered","discovered",18.123
"tot3_0492","S4","discovered","discovered",13.85
"tot3_0493","S4","discovered","discovered",17.649
"tot3_0494","S4","discovered","discovered",11.52
"tot3_0495","S4","discovered","discovered",10.087
"tot3_0496","S4","discovered","discovered",13.059
"tot3_0497","S4","neither","other",600.061
"tot3_0498","S4","discovered","discovered",14.479
"tot3_0499","S4","discovered","discovered",17.169
"tot3_0500","S4","discovered","discovered",17.311
"tot3_0501","S4","discovered","discovered",11.78
"tot3_0502","S4","discovered","discovered",44.778
"tot3_0503","S4","discovered","discovered",12.983
"tot3_0504","S4","discovered","discovered",10.092
"tot3_0505","S4","discovered","discovered",43.724
"tot3_0506","S4","discovered","discovered",12.564
"tot3_0507","S4","discovered","discovered",423.362
"tot3_0508","S4","discovered","discovered",17.547
"tot3_0509","S4","discovered","discovered",16.533
"tot3_0510","S4","discovered","discovered",12.534
"tot3_0511","S4","discovered","discovered",43.403
"tot3_0512","S4","discovered","discovered",12.777
"tot3_0513","S4","discovered","discovered",10.084
"tot3_0514","S4","discovered","discovered",209.791
"tot3_0515","S4","discovered","discovered",13.549
"tot3_0516","S4","discovered","discovered",10.21
"tot3_0517","S4","discovered","discovered",10.213
"tot3_0518","S4","discovered","discovered",10.209
"tot3_0519","S4","discovered","discovered",19.284
"tot3_0520","S4","neither","other",600.081
"tot3_0521","S4","discovered","discovered",21.782
"tot3_0522","S4","discovered","discovered",10.152
"tot3_0523","S4","discovered","discovered",50.435
"tot3_0524","S4","neither","other",600.071
"tot3_0525","S4","discovered","discovered",10.342
"tot3_0526","S4","discovered","discovered",10.351
"tot3_0527","S4","discovered","discovered",10.34
"tot3_0528","S4","discovered","discovered",18.794
"tot3_0529","S4","discovered","discovered",26.68
"tot3_0530","S4","discovered","discovered",18.323
"tot3_0531","S4","discovered","discovered",10.151
"tot3_0532","S4","neither","other",600.079
"tot3_0533","S4","discovered","discovered",18.989
"tot3_0534","S4","neither","other",600.071
"tot3_0535","S4","discovered","discovered",10.346
"tot3_0536","S4","discovered","discovered",10.343
"tot3_0537","S4","discovered","discovered",19.023
"tot3_0538","S4","neither","other",600.062
"tot3_0539","S4","discovered","discovered",18.847
"tot3_0540","S4","discovered","discovered",10.146
"tot3_0541","S4","discovered","discovered",49.901
"tot3_0542","S4","discovered","discovered",19.503
"tot3_0543","S4","discovered","discovered",27.768
"tot3_0544","S4","discovered","discovered",29.982
"tot3_0545","S4","discovered","discovered",29.554
"tot3_0546","S4","discovered","discovered",19.977
"tot3_0547","S4","discovered","discovered",48.246
"tot3_0548","S4","discovered","discovered",19.253
"tot3_0549","S4","discovered","discovered",10.145
"tot3_0550","S4","neither","other",600.103
"tot3_0551","S4","neither","other",600.083
"tot3_0552","S4","neither","other",600.078
"tot3_0553","S4","discovered","discovered",26.337
"tot3_0554","S4","neither","other",600.071
"tot3_0555","S4","discovered","discovered",18.24
"tot3_0556","S4","discovered","discovered",48.805
"tot3_0557","S4","discovered","discovered",18.424
"tot3_0558","S4","discovered","discovered",10.146
"tot3_0559","S4","neither","other",600.079
"tot3_0560","S4","discovered","discovered",18.446
"tot3_0561","S4","discovered","discovered",28.168
"tot3_0562","S4","discovered","discovered",27.036
"tot3_0563","S4","discovered","discovered",49.187
"tot3_0564","S4","discovered","discovered",18.29
"tot3_0565","S4","neither","other",600.058
"tot3_0566","S4","discovered","discovered",18.631
"tot3_0567","S4","discovered","discovered",10.149
"tot3_0568","S4","discovered","discovered",18.521
"tot3_0569","S4","discovered","discovered",18.666
"tot3_0570","S4","discovered","discovered",36.297
"tot3_0571","S4","discovered","discovered",27.907
"tot3_0572","S4","neither","other",600.78
"tot3_0573","S4","discovered","discovered",52.171
"tot3_0574","S4","neither","other",600.07
"tot3_0575","S4","discovered","discovered",33.018
"tot3_0576","S4","discovered","discovered",10.191
"tot3_0577","S4","discovered","discovered",24.674
"tot3_0578","S4","neither","other",602.911
"tot3_0579","S4","discovered","discovered",40.759
"tot3_0580","S4","discovered","discovered",54.336
"tot3_0581","S4","neither","other",600.08
"tot3_0582","S4","neither","other",600.064
"tot3_0583","S4","neither","other",600.061
"tot3_0584","S4","discovered","discovered",19.045
"tot3_0585","S4","discovered","discovered",10.147
"tot3_0586","S4","neither","other",600.071
"tot3_0587","S4","neither","other",600.049
"tot3_0588","S4","discovered","discovered",13.267
"tot3_0589","S4","discovered","discovered",19.386
"tot3_0590","S4","neither","other",600.049
"tot3_0591","S4","neither","other",600.059
"tot3_0592","S4","neither","other",600.496
"tot3_0593","S4","discovered","discovered",23.446
"tot3_0594","S4","discovered","discovered",10.165
"tot3_0595","S4","discovered","discovered",226.572
"tot3_0596","S4","discovered","discovered",53.718
"tot3_0597","S4","discovered","discovered",10.335
"tot3_0598","S4","discovered","discovered",10.332
"tot3_0599","S4","discovered","discovered",10.295
"tot3_0600","S4","neither","other",600.052
"tot3_0601","S4","discovered","discovered",18.934
"tot3_0602","S4","discovered","discovered",14.302
"tot3_0603","S4","discovered","discovered",10.096
"tot3_0604","S4","discovered","discovered",43.352
"tot3_0605","S4","discovered","discovered",17.021
"tot3_0606","S4","discovered","discovered",10.197
"tot3_0607","S4","discovered","discovered",10.2
"tot3_0608","S4","discovered","discovered",10.206
"tot3_0609","S4","discovered","discovered",18.241
"tot3_0610","S4","discovered","discovered",20.51
"tot3_0611","S4","discovered","discovered",13.617
"tot3_0612","S4","discovered","discovered",10.134
"tot3_0613","S4","neither","other",600.044
"tot3_0614","S4","discovered","discovered",18.332
"tot3_0615","S4","discovered","discovered",42.407
"tot3_0616","S4","discovered","discovered",10.215
"tot3_0617","S4","discovered","discovered",10.227
"tot3_0618","S4","discovered","discovered",17.036
"tot3_0619","S4","discovered","discovered",17.032
"tot3_0620","S4","discovered","discovered",12.82
"tot3_0621","S4","discovered","discovered",10.098
"tot3_0622","S4","discovered","discovered",43.797
"tot3_0623","S4","discovered","discovered",214.909
"tot3_0624","S4","neither","other",600.052
"tot3_0625","S4","discovered","discovered",17.247
"tot3_0626","S4","neither","other",600.056
"tot3_0627","S4","discovered","discovered",57.76
"tot3_0628","S4","neither","other",600.061
"tot3_0629","S4","discovered","discovered",16.345
"tot3_0630","S4","discovered","discovered",10.11
"tot3_0631","S4","discovered","discovered",43.77
"tot3_0632","S4","neither","other",600.061
"tot3_0633","S4","neither","other",600.073
"tot3_0634","S4","discovered","discovered",16.615
"tot3_0635","S4","neither","other",600.042
"tot3_0636","S4","neither","other",600.036
"tot3_0637","S4","neither","other",600.062
"tot3_0638","S4","discovered","discovered",12.25
"tot3_0639","S4","discovered","discovered",10.087
"tot3_0640","S4","neither","other",600.053
"tot3_0641","S4","neither","other",600.057
"tot3_0642","S4","neither","other",600.057
"tot3_0643","S4","discovered","discovered",42.545
"tot3_0644","S4","neither","other",600.062
"tot3_0645","S4","neither","other",600.046
"tot3_0646","S4","neither","other",600.063
"tot3_0647","S4","discovered","discovered",12.666
"tot3_0648","S4","discovered","discovered",10.101
"tot3_0649","S4","discovered","discovered",15.49
"tot3_0650","S4","discovered","discovered",13.039
"tot3_0651","S4","discovered","discovered",24.422
"tot3_0652","S4","discovered","discovered",20.937
"tot3_0653","S4","discovered","discovered",19.537
"tot3_0654","S4","discovered","discovered",45.309
"tot3_0655","S4","neither","other",600.061
"tot3_0656","S4","discovered","discovered",46.006
"tot3_0657","S4","discovered","discovered",10.176
"tot3_0658","S4","discovered","discovered",18.464
"tot3_0659","S4","neither","other",600.127
"tot3_0660","S4","discovered","discovered",19.975
"tot3_0661","S4","discovered","discovered",23.914
"tot3_0662","S4","neither","other",600.06
"tot3_0663","S4","neither","other",600.052
"tot3_0664","S4","neither","other",600.051
"tot3_0665","S4","discovered","discovered",15.41
"tot3_0666","S4","discovered","discovered",10.116
"tot3_0667","S4","neither","other",600.044
"tot3_0668","S4","discovered","discovered",43.533
"tot3_0669","S4","neither","other",600.045
"tot3_0670","S4","discovered","discovered",55.633
"tot3_0671","S4","discovered","discovered",36.551
"tot3_0672","S4","discovered","discovered",228.999
"tot3_0673","S4","neither","other",600.069
"tot3_0674","S4","discovered","discovered",16.156
"tot3_0675","S4","discovered","discovered",10.149
"tot3_0676","S4","discovered","discovered",218.444
"tot3_0677","S4","discovered","discovered",16.44
"tot3_0678","S4","discovered","discovered",11.241
"tot3_0679","S4","discovered","discovered",10.415
"tot3_0680","S4","discovered","discovered",45.974
"tot3_0681","S4","discovered","discovered",52.765
"tot3_0682","S4","neither","other",600.029
"tot3_0683","S4","discovered","discovered",17.01
"tot3_0684","S4","discovered","discovered",10.134
"tot3_0685","S4","discovered","discovered",44.421
"tot3_0686","S4","neither","other",600.044
"tot3_0687","S4","discovered","discovered",10.45
"tot3_0688","S4","discovered","discovered",10.227
"tot3_0689","S4","neither","other",600.056
"tot3_0690","S4","neither","other",600.053
"tot3_0691","S4","neither","other",600.041
"tot3_0692","S4","discovered","discovered",11.944
"tot3_0693","S4","discovered","discovered",10.087
"tot3_0694","S4","neither","other",600.046
"tot3_0695","S4","discovered","discovered",11.781
"tot3_0696","S4","neither","other",600.054
"tot3_0697","S4","discovered","discovered",10.213
"tot3_0698","S4","discovered","discovered",41.516
"tot3_0699","S4","discovered","discovered",213.76
"tot3_0700","S4","discovered","discovered",291.58
"tot3_0701","S4","discovered","discovered",11.367
"tot3_0702","S4","discovered","discovered",10.09
"tot3_0703","S4","discovered","discovered",42.707
"tot3_0704","S4","discovered","discovered",11.65
"tot3_0705","S4","discovered","discovered",42.481
"tot3_0706","S4","discovered","discovered",16.788
"tot3_0707","S4","discovered","discovered",16.23
"tot3_0708","S4","discovered","discovered",43.45
"tot3_0709","S4","neither","other",600.062
"tot3_0710","S4","discovered","discovered",12.111
"tot3_0711","S4","discovered","discovered",10.087
"tot3_0712","S4","neither","other",600.054
"tot3_0713","S4","neither","other",600.097
"tot3_0714","S4","neither","other",600.063
"tot3_0715","S4","discovered","discovered",16.708
"tot3_0716","S4","discovered","discovered",16.332
"tot3_0717","S4","neither","other",600.042
"tot3_0718","S4","discovered","discovered",437.163
"tot3_0719","S4","discovered","discovered",11.865
"tot3_0720","S4","discovered","discovered",10.091
"tot3_0721","S4","discovered","discovered",437.13
"tot3_0722","S4","discovered","discovered",11.73
"tot3_0723","S4","discovered","discovered",293.242
"tot3_0724","S4","discovered","discovered",17.003
"tot3_0725","S4","discovered","discovered",17.103
"tot3_0726","S4","discovered","discovered",212.292
"tot3_0727","S4","discovered","discovered",436.902
"tot3_0728","S4","discovered","discovered",11.618
"tot3_0729","S4","discovered","discovered",10.085
"tot3_0730","S4","discovered","discovered",12.256
"tot3_0731","S4","discovered","discovered",41.733
"tot3_0732","S4","discovered","discovered",22.089
"tot3_0733","S4","discovered","discovered",16.36
"tot3_0734","S4","discovered","discovered",16.093
"tot3_0735","S4","discovered","discovered",12.295
"tot3_0736","S4","discovered","discovered",12.242
"tot3_0737","S4","discovered","discovered",16.834
"tot3_0738","S4","discovered","discovered",10.085
"tot3_0739","S4","discovered","discovered",11.941
"tot3_0740","S4","neither","other",600.052
"tot3_0741","S4","discovered","discovered",12.658
"tot3_0742","S4","discovered","discovered",17.551
"tot3_0743","S4","discovered","discovered",16.149
"tot3_0744","S4","discovered","discovered",43.958
"tot3_0745","S4","discovered","discovered",12.112
"tot3_0746","S4","discovered","discovered",16.13
"tot3_0747","S4","discovered","discovered",10.086
"tot3_0748","S4","discovered","discovered",11.602
"tot3_0749","S4","discovered","discovered",11.679
"tot3_0750","S4","neither","other",600.052
"tot3_0751","S4","discovered","discovered",17.372
"tot3_0752","S4","discovered","discovered",42.444
"tot3_0753","S4","discovered","discovered",271.897
"tot3_0754","S4","discovered","discovered",11.793
"tot3_0755","S4","discovered","discovered",15.97
"tot3_0756","S4","discovered","discovered",10.09
"tot3_0757","S4","discovered","discovered",207.022
"tot3_0758","S4","neither","other",600.062
"tot3_0759","S4","discovered","discovered",10.228
"tot3_0760","S4","discovered","discovered",10.218
"tot3_0761","S4","discovered","discovered",10.205
"tot3_0762","S4","discovered","discovered",12.833
"tot3_0763","S4","neither","other",600.084
"tot3_0764","S4","discovered","discovered",17.39
"tot3_0765","S4","discovered","discovered",10.09
"tot3_0766","S4","discovered","discovered",42.339
"tot3_0767","S4","discovered","discovered",16.564
"tot3_0768","S4","discovered","discovered",10.206
"tot3_0769","S4","discovered","discovered",10.2
"tot3_0770","S4","discovered","discovered",10.205
"tot3_0771","S4","discovered","discovered",43.43
"tot3_0772","S4","neither","other",600.046
"tot3_0773","S4","discovered","discovered",17.533
"tot3_0774","S4","discovered","discovered",10.093
"tot3_0775","S4","neither","other",600.061
"tot3_0776","S4","neither","other",600.052
"tot3_0777","S4","neither","other",600.053
"tot3_0778","S4","discovered","discovered",10.244
"tot3_0779","S4","neither","other",600.056
"tot3_0780","S4","discovered","discovered",41.673
"tot3_0781","S4","discovered","discovered",224.5
"tot3_0782","S4","discovered","discovered",18.15
"tot3_0783","S4","discovered","discovered",10.086
"tot3_0784","S4","neither","other",600.048
"tot3_0785","S4","discovered","discovered",274.779
"tot3_0786","S4","discovered","discovered",16.534
"tot3_0787","S4","discovered","discovered",17.449
"tot3_0788","S4","neither","other",600.053
"tot3_0789","S4","discovered","discovered",13.049
"tot3_0790","S4","neither","other",600.063
"tot3_0791","S4","discovered","discovered",13.093
"tot3_0792","S4","discovered","discovered",10.098
"tot3_0793","S4","neither","other",600.055
"tot3_0794","S4","neither","other",600.053
"tot3_0795","S4","neither","other",600.045
"tot3_0796","S4","discovered","discovered",16.742
"tot3_0797","S4","neither","other",600.044
"tot3_0798","S4","discovered","discovered",43.058
"tot3_0799","S4","neither","other",600.041
"tot3_0800","S4","discovered","discovered",12.181
"tot3_0801","S4","discovered","discovered",10.085
"tot3_0802","S4","discovered","discovered",43.231
"tot3_0803","S4","neither","other",600.043
"tot3_0804","S4","neither","other",600.053
"tot3_0805","S4","discovered","discovered",17.369
"tot3_0806","S4","neither","other",600.044
"tot3_0807","S4","discovered","discovered",11.396
"tot3_0808","S4","discovered","discovered",11.625
"tot3_0809","S4","discovered","discovered",12.109
"tot3_0810","S4","discovered","discovered",10.088
"tot3_0811","S4","discovered","discovered",12.047
"tot3_0812","S4","discovered","discovered",42.726
"tot3_0813","S4","discovered","discovered",21.58
"tot3_0814","S4","discovered","discovered",17.105
"tot3_0815","S4","neither","other",600.047
"tot3_0816","S4","discovered","discovered",20.28
"tot3_0817","S4","discovered","discovered",42.433
"tot3_0818","S4","discovered","discovered",16.128
"tot3_0819","S4","discovered","discovered",10.089
"tot3_0820","S4","discovered","discovered",11.805
"tot3_0821","S4","discovered","discovered",43.721
"tot3_0822","S4","discovered","discovered",12.551
"tot3_0823","S4","discovered","discovered",16.931
"tot3_0824","S4","neither","other",600.041
"tot3_0825","S4","neither","other",600.062
"tot3_0826","S4","discovered","discovered",12.129
"tot3_0827","S4","discovered","discovered",16.01
"tot3_0828","S4","discovered","discovered",10.086
"tot3_0829","S4","neither","other",600.051
"tot3_0830","S4","neither","other",600.039
"tot3_0831","S4","neither","other",600.041
"tot3_0832","S4","discovered","discovered",17.74
"tot3_0833","S4","neither","other",600.055
"tot3_0834","S4","neither","other",600.046
"tot3_0835","S4","neither","other",600.063
"tot3_0836","S4","discovered","discovered",17.33
"tot3_0837","S4","discovered","discovered",10.086
"tot3_0838","S4","discovered","discovered",210.038
"tot3_0839","S4","discovered","discovered",428.932
"tot3_0840","S4","discovered","discovered",10.379
"tot3_0841","S4","discovered","discovered",10.369
"tot3_0842","S4","discovered","discovered",11.046
"tot3_0843","S4","neither","other",600.063
"tot3_0844","S4","neither","other",600.055
"tot3_0845","S4","discovered","discovered",44.93
"tot3_0846","S4","discovered","discovered",10.717
"tot3_0847","S4","discovered","discovered",52.771
"tot3_0848","S4","discovered","discovered",47.125
"tot3_0849","S4","discovered","discovered",10.603
"tot3_0850","S4","discovered","discovered",10.552
"tot3_0851","S4","discovered","discovered",10.52
"tot3_0852","S4","discovered","discovered",64.369
"tot3_0853","S4","discovered","discovered",58.876
"tot3_0854","S4","discovered","discovered",41.422
"tot3_0855","S4","discovered","discovered",10.129
"tot3_0856","S4","neither","other",600.043
"tot3_0857","S4","neither","other",600.043
"tot3_0858","S4","neither","other",600.037
"tot3_0859","S4","discovered","discovered",10.209
"tot3_0860","S4","discovered","discovered",42.654
"tot3_0861","S4","discovered","discovered",18.192
"tot3_0862","S4","neither","other",600.04
"tot3_0863","S4","discovered","discovered",17.205
"tot3_0864","S4","discovered","discovered",10.085
"tot3_0865","S4","neither","other",600.044
"tot3_0866","S4","neither","other",600.068
"tot3_0867","S4","neither","other",600.049
"tot3_0868","S4","discovered","discovered",28.124
"tot3_0869","S4","neither","other",600.071
"tot3_0870","S4","discovered","discovered",44.815
"tot3_0871","S4","neither","other",600.086
"tot3_0872","S4","discovered","discovered",21.779
"tot3_0873","S4","discovered","discovered",10.804
"tot3_0874","S4","discovered","discovered",22.302
"tot3_0875","S4","neither","other",600.106
"tot3_0876","S4","neither","other",600.064
"tot3_0877","S4","discovered","discovered",45.197
"tot3_0878","S4","discovered","discovered",230.082
"tot3_0879","S4","discovered","discovered",20.751
"tot3_0880","S4","discovered","discovered",21.428
"tot3_0881","S4","discovered","discovered",19.197
"tot3_0882","S4","discovered","discovered",10.152
"tot3_0883","S4","neither","other",600.08
"tot3_0884","S4","neither","other",600.074
"tot3_0885","S4","neither","other",600.048
"tot3_0886","S4","discovered","discovered",27.38
"tot3_0887","S4","neither","other",600.144
"tot3_0888","S4","discovered","discovered",20.279
