"id","stage","class","class_simple","time_s"
"eca_166","S2","discovered","discovered",23.729
"eca_167","S2","compressed_only","other",64.263
"eca_168","S2","discovered","discovered",10.019
"eca_169","S2","discovered","discovered",43.295
"eca_170","S2","discovered","discovered",10.02
"eca_171","S2","discovered","discovered",16.924
"eca_172","S2","discovered","discovered",10.263
"eca_173","S2","discovered","discovered",10.281
"eca_174","S2","discovered","discovered",22.228
"eca_175","S2","discovered","discovered",43.517
"eca_176","S2","discovered","discovered",10.019
"eca_177","S2","discovered","discovered",42.695
"eca_178","S2","discovered","discovered",17.451
"eca_179","S2","discovered","discovered",17.518
"eca_180","S2","discovered","discovered",22.595
"eca_181","S2","compressed_only","other",64.896
"eca_182","S2","discovered","discovered",10.263
"eca_183","S2","discovered","discovered",10.255
"eca_184","S2","discovered","discovered",10.019
"eca_185","S2","discovered","discovered",15.969
"eca_186","S2","discovered","discovered",17.162
"eca_187","S2","discovered","discovered",17.112
"eca_188","S2","discovered","discovered",10.258
"eca_189","S2","discovered","discovered",10.258
"eca_190","S2","discovered","discovered",44.861
"eca_191","S2","discovered","discovered",10.256
"eca_192","S2","discovered","discovered",10.019
"eca_193","S2","neither","other",600.039
"eca_194","S2","discovered","discovered",10.02
"eca_195","S2","discovered","discovered",10.019
"eca_196","S2","discovered","discovered",10.246
"eca_197","S2","discovered","discovered",10.255
"eca_198","S2","discovered","discovered",10.259
"eca_199","S2","discovered","discovered",10.257
"eca_200","S2","discovered","discovered",10.02
"eca_201","S2","discovered","discovered",17.484
"eca_202","S2","discovered","discovered",10.019
"eca_203","S2","discovered","discovered",10.02
"eca_204","S2","discovered","discovered",10.256
"eca_205","S2","discovered","discovered",10.264
"eca_206","S2","discovered","discovered",10.248
"eca_207","S2","discovered","discovered",10.257
"eca_208","S2","discovered","discovered",10.019
"eca_209","S2","discovered","discovered",16.391
"eca_210","S2","discovered","discovered",10.019
"eca_211","S2","discovered","discovered",16.809
"eca_212","S2","discovered","discovered",21.8
"eca_213","S2","discovered","discovered",42.221
"eca_214","S2","discovered","discovered",46.821
"eca_215","S2","discovered","discovered",10.257
"eca_216","S2","discovered","discovered",10.019
"eca_217","S2","discovered","discovered",10.02
"eca_218","S2","discovered","discovered",10.021
"eca_219","S2","discovered","discovered",10.02
"eca_220","S2","discovered","discovered",10.259
"eca_221","S2","discovered","discovered",10.256
"eca_222","S2","discovered","discovered",10.257
"eca_223","S2","discovered","discovered",10.256
"eca_224","S2","discovered","discovered",10.02
"eca_225","S2","discovered","discovered",43.434
"eca_226","S2","discovered","discovered",10.021
"eca_227","S2","discovered","discovered",16.446
"eca_228","S2","discovered","discovered",10.255
"eca_229","S2","discovered","discovered",10.258
"eca_230","S2","discovered","discovered",10.258
"eca_231","S2","discovered","discovered",10.256
"eca_232","S2","discovered","discovered",10.021
"eca_233","S2","discovered","discovered",43.186
"eca_234","S2","discovered","discovered",10.02
"eca_235","S2","discovered","discovered",16.66
"eca_236","S2","discovered","discovered",10.306
"eca_237","S2","discovered","discovered",10.27
"eca_238","S2","discovered","discovered",10.273
"eca_239","S2","discovered","discovered",10.247
"eca_240","S2","discovered","discovered",10.019
"eca_241","S2","discovered","discovered",16.128
"eca_242","S2","discovered","discovered",17.353
"eca_243","S2","discovered","discovered",17.511
"eca_244","S2","discovered","discovered",23.407
"eca_245","S2","discovered","discovered",42.04
"eca_246","S2","discovered","discovered",44.573
"eca_247","S2","discovered","discovered",10.254
"eca_248","S2","discovered","discovered",10.02
"eca_249","S2","discovered","discovered",16.309
"eca_250","S2","discovered","discovered",17.315
"eca_251","S2","discovered","discovered",17.236
"eca_252","S2","discovered","discovered",10.254
"eca_253","S2","discovered","discovered",10.256
"eca_254","S2","discovered","discovered",10.261
"eca_255","S2","discovered","discovered",10.261
"A000030_a2","S3","discovered","discovered",16.491
"A000030_a3","S3","discovered","discovered",16.628
"A000030_a4","S3","discovered","discovered",16.612
"A000788_a2","S3","neither","other",600.044
"A000788_a3","S3","neither","other",600.027
"A000788_a4","S3","neither","other",600.045
"A001317_a2","S3","discovered","discovered",10.063
"A001317_a3","S3","discovered","discovered",19.963
"A001317_a4","S3","discovered","discovered",10.084
"A002371_a2","S3","neither","other",600.025
"A002371_a3","S3","neither","other",600.027
"A002371_a4","S3","neither","other",600.035
"A002385_a2","S3","discovered","discovered",10.017
"A002385_a3","S3","neither","other",600.039
"A002385_a4","S3","neither","other",600.041
"A002778_a2","S3","neither","other",600.034
"A002778_a3","S3","neither","other",600.034
"A002778_a4","S3","neither","other",600.027
"A003052_a2","S3","neither","other",600.034
"A003052_a3","S3","discovered","discovered",10.109
"A003052_a4","S3","neither","other",600.054
"A003132_a2","S3","discovered","discovered",10.239
"A003132_a3","S3","neither","other",600.051
"A003132_a4","S3","discovered","discovered",81.227
"A003159_a2","S3","neither","other",600.033
"A003159_a3","S3","neither","other",600.047
"A003159_a4","S3","neither","other",600.038
"A003754_a2","S3","not_compressed_predicted","other",46.732
"A003754_a3","S3","neither","other",600.043
"A003754_a4","S3","neither","other",600.04
"A004086_a2","S3","discovered","discovered",10.209
"A004086_a3","S3","discovered","discovered",10.076
"A004086_a4","S3","discovered","discovered",81.882
"A004159_a2","S3","neither","other",600.054
"A004159_a3","S3","discovered","discovered",14.888
"A004159_a4","S3","neither","other",600.079
"A004207_a2","S3","neither","other",600.022
"A004207_a3","S3","discovered","discovered",14.896
"A004207_a4","S3","neither","other",600.074
"A004488_a2","S3","not_compressed_predicted","other",66.569
"A004488_a3","S3","discovered","discovered",10.077
"A004488_a4","S3","neither","other",600.096
"A004601_a2","S3","neither","other",600.039
"A004601_a3","S3","neither","other",600.078
"A004601_a4","S3","neither","other",600.084
"A005349_a2","S3","neither","other",600.025
"A005349_a3","S3","neither","other",600.078
"A005349_a4","S3","neither","other",600.129
"A005823_a2","S3","discovered","discovered",10.298
"A005823_a3","S3","discovered","discovered",10.179
"A005823_a4","S3","discovered","discovered",52.179
"A005836_a2","S3","discovered","discovered",22.428
"A005836_a3","S3","discovered","discovered",10.182
"A005836_a4","S3","neither","other",600.104
"A006567_a2","S3","discovered","discovered",10.133
"A006567_a3","S3","neither","other",600.147
"A006567_a4","S3","neither","other",600.095
"A006753_a2","S3","neither","other",600.129
"A006753_a3","S3","neither","other",600.106
"A006753_a4","S3","neither","other",600.086
"A006995_a2","S3","discovered","discovered",10.017
"A006995_a3","S3","neither","other",600.087
"A006995_a4","S3","neither","other",600.113
"A007088_a2","S3","discovered","discovered",10.021
"A007088_a3","S3","discovered","discovered",11.092
"A007088_a4","S3","discovered","discovered",11.185
"A007089_a2","S3","discovered","discovered",18.292
"A007089_a3","S3","discovered","discovered",12.515
"A007089_a4","S3","discovered","discovered",36.694
"A007090_a2","S3","discovered","discovered",10.014
"A007090_a3","S3","discovered","discovered",10.135
"A007090_a4","S3","discovered","discovered",40.57
"A007091_a2","S3","discovered","discovered",40.051
"A007091_a3","S3","discovered","discovered",20.858
"A007091_a4","S3","neither","other",600.096
"A007092_a2","S3","discovered","discovered",10.014
"A007092_a3","S3","discovered","discovered",17.03
"A007092_a4","S3","discovered","discovered",10.13
"A007093_a2","S3","discovered","discovered",40.026
"A007093_a3","S3","discovered","discovered",11.737
"A007093_a4","S3","compressed_only","other",23.126
"A007094_a2","S3","discovered","discovered",10.015
"A007094_a3","S3","discovered","discovered",10.915
"A007094_a4","S3","discovered","discovered",23.316
"A007095_a2","S3","discovered","discovered",30.134
"A007095_a3","S3","discovered","discovered",28.826
"A007095_a4","S3","discovered","discovered",92.655
"A007376_a2","S3","neither","other",600.099
"A007376_a3","S3","neither","other",600.085
"A007376_a4","S3","neither","other",600.121
"A007500_a2","S3","discovered","discovered",10.016
"A007500_a3","S3","neither","other",600.075
"A007500_a4","S3","neither","other",600.085
"A007602_a2","S3","neither","other",605
"A007602_a3","S3","neither","other",600.093
"A007602_a4","S3","neither","other",600.084
"A007605_a2","S3","neither","other",600.031
"A007605_a3","S3","neither","other",600.044
"A007605_a4","S3","neither","other",600.042
"A007623_a2","S3","discovered","discovered",10.022
"A007623_a3","S3","discovered","discovered",22.557
"A007623_a4","S3","discovered","discovered",41.185
"A007652_a2","S3","discovered","discovered",10.012
"A007652_a3","S3","neither","other",600.038
"A007652_a4","S3","neither","other",600.077
"A007770_a2","S3","neither","other",600.051
"A007770_a3","S3","neither","other",600.05
"A007770_a4","S3","neither","other",600.037
"A007931_a2","S3","discovered","discovered",12.659
"A007931_a3","S3","not_compressed_predicted","other",75.857
"A007931_a4","S3","discovered","discovered",10.088
"A007953_a2","S3","discovered","discovered",10.253
"A007953_a3","S3","discovered","discovered",10.087
"A007953_a4","S3","discovered","discovered",21.725
"A007954_a2","S3","discovered","discovered",19.631
"A007954_a3","S3","discovered","discovered",22.318
"A007954_a4","S3","discovered","discovered",13.736
"A009994_a2","S3","neither","other",600.033
"A009994_a3","S3","neither","other",600.035
"A009994_a4","S3","neither","other",600.044
"A010785_a2","S3","not_compressed_predicted","other",33.404
"A010785_a3","S3","discovered","discovered",48.295
"A010785_a4","S3","neither","other",600.035
"A010879_a2","S3","discovered","discovered",10.01
"A010879_a3","S3","discovered","discovered",24.047
"A010879_a4","S3","discovered","discovered",22.646
"A010888_a2","S3","discovered","discovered",20.748
"A010888_a3","S3","discovered","discovered",10.076
"A010888_a4","S3","discovered","discovered",19.889
"A011531_a2","S3","neither","other",600.054
"A011531_a3","S3","neither","other",600.052
"A011531_a4","S3","neither","other",600.037
"A011539_a2","S3","neither","other",605
"A011539_a3","S3","discovered","discovered",10.114
"A011539_a4","S3","neither","other",600.051
"A011540_a2","S3","neither","other",182.059
"A011540_a3","S3","discovered","discovered",10.472
"A011540_a4","S3","neither","other",600.035
"A014190_a2","S3","neither","other",600.028
"A014190_a3","S3","neither","other",600.027
"A014190_a4","S3","neither","other",600.063
"A014261_a2","S3","discovered","discovered",10.115
"A014261_a3","S3","neither","other",600.046
"A014261_a4","S3","neither","other",605
"A014263_a2","S3","discovered","discovered",16.222
"A014263_a3","S3","discovered","discovered",16.433
"A014263_a4","S3","discovered","discovered",53.644
"A014311_a2","S3","neither","other",600.02
"A014311_a3","S3","neither","other",600.127
"A014311_a4","S3","neither","other",600.097
"A014486_a2","S3","discovered","discovered",10.297
"A014486_a3","S3","neither","other",600.088
"A014486_a4","S3","neither","other",600.079
"A014499_a2","S3","neither","other",605
"A014499_a3","S3","neither","other",600.095
"A014499_a4","S3","neither","other",600.07
"A019546_a2","S3","discovered","discovered",10.014
"A019546_a3","S3","neither","other",600.121
"A019546_a4","S3","neither","other",600.164
"A020338_a2","S3","discovered","discovered",10.011
"A020338_a3","S3","discovered","discovered",10.155
"A020338_a4","S3","neither","other",600.126
"A023108_a2","S3","neither","other",600.106
"A023108_a3","S3","neither","other",600.097
"A023108_a4","S3","neither","other",600.084
"A023416_a2","S3","neither","other",605
"A023416_a3","S3","neither","other",600.14
"A023416_a4","S3","neither","other",600.043
"A027868_a2","S3","discovered","discovered",22.71
"A027868_a3","S3","discovered","discovered",23.567
"A027868_a4","S3","discovered","discovered",39.18
"A029447_a2","S3","neither","other",48.292
"A029447_a3","S3","neither","other",600.052
"A029447_a4","S3","neither","other",600.056
"A029470_a2","S3","neither","other",600.042
"A029470_a3","S3","neither","other",600.074
"A029470_a4","S3","neither","other",600.063
"A029494_a2","S3","neither","other",600.048
"A029494_a3","S3","neither","other",600.052
"A029494_a4","S3","neither","other",600.061
"A029518_a2","S3","neither","other",600.047
"A029518_a3","S3","neither","other",600.061
"A029518_a4","S3","neither","other",600.08
"A030101_a2","S3","discovered","discovered",10.011
"A030101_a3","S3","discovered","discovered",21.762
"A030101_a4","S3","discovered","discovered",40.389
"A030190_a2","S3","discovered","discovered",20.204
"A030190_a3","S3","discovered","discovered",10.653
"A030190_a4","S3","discovered","discovered",20.639
"A030302_a2","S3","discovered","discovered",18.421
"A030302_a3","S3","discovered","discovered",20.474
"A030302_a4","S3","discovered","discovered",19.329
"A030308_a2","S3","discovered","discovered",20.688
"A030308_a3","S3","discovered","discovered",19.705
"A030308_a4","S3","discovered","discovered",19.823
"A030432_a2","S3","discovered","discovered",10.104
"A030432_a3","S3","neither","other",600.055
"A030432_a4","S3","neither","other",600.063
"A031346_a2","S3","neither","other",600.065
"A031346_a3","S3","neither","other",600.068
"A031346_a4","S3","neither","other",600.058
"A031347_a2","S3","neither","other",600.034
"A031347_a3","S3","neither","other",600.054
"A031347_a4","S3","neither","other",600.064
"A031443_a2","S3","neither","other",600.045
"A031443_a3","S3","neither","other",600.042
"A031443_a4","S3","neither","other",600.048
"A033307_a2","S3","neither","other",600.07
"A033307_a3","S3","neither","other",600.033
"A033307_a4","S3","neither","other",600.054
"A033308_a2","S3","neither","other",600.035
"A033308_a3","S3","neither","other",600.046
"A033308_a4","S3","neither","other",600.043
"A033819_a2","S3","neither","other",600.121
